time to NEB,1i,1ii,2i,2ii,4i,4ii,5,6,7i,7ii,1,3,4i,4ii,5i,5ii,6i,6ii,7i,7ii,8,3i,3ii,4i,4ii,5i,5ii,6,8,9,10,2i,2ii,3i,3ii,4i,4ii,5i,5ii,6i,6ii,7,8,9i,9ii,10i,10ii,10iii,11i,11ii
-3180,,,_blueDark_r,_blue_,_blue_,_blueDark_r,,_blue_,,,,,_blueDark_r,_brownDark_r,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,_brownDark_r,,,_blue_,_blueDark_r,,,_brownDark_r,,,,_blue_,_blue_,_blue_,_blue_,,,,,,_blue_,,,,,,,,_blueDark_r,_blue_
-3120,,,_blue_,_blue_,_blue_,_blueDark_r,,_blue_,,,,,_pink_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blue_,_blueDark_r,,,_blue_,_blue_,,,_pink_,,,,_blue_,_blueDark_r,_blueDark_r,_blue_,,,,,,_blue_,,,,,,,,_blueDark_r,_blue_
-3060,,,_brownDark_r,_blue_,_blue_,_blueDark_r,,_brownDark_r,,,,,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_pink_,_blue_,_blueDark_r,,,_blueDark_r,_brownDark_r,,,_pink_,,,,_blueDark_r,_blueDark_r,_brownDark_r,_blue_,,,,,,_blue_,,,,,,,,_blue_,_blueDark_g
-3000,,,_brownDark_r,_blueDark_g,_blue_,_blueDark_r,,_blue_,,,,,_blueDark_r,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,,,_blue_,_blueDark_r,_blue_,_blue_,_pink_,,,,_blueDark_r,_blue_,_blueDark_r,_blue_,,,,,,_blue_,,,,,,,,_blue_,_blue_
-2940,,,_brownDark_r,_blue_,_blue_,_blue_,,_blue_,,,,,_blueDark_r,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,,,_blue_,_blue_,_blue_,_brownDark_r,_brown_r,,,,_brownDark_r,_blueDark_r,_blueDark_r,_blueDark_r,,,,,,_blue_,,,,,,,,_blueDark_g,_blueDark_r
-2880,,,_blueDark_r,_brownDark_g,_blue_,_blueDark_r,,_blue_,,,,,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,,,_blue_,_blue_,_blue_,_blue_,_brown_r,,,,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,,,,,,_blueDark_g,,,,,,,,_blue_,_brownDark_r
-2820,,,_blueDark_r,_brownDark_g,_blue_,_brown_r,,_blue_,,,,,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_pink_,_brownDark_r,_blue_,,,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,,,,_pink_,_brownDark_r,_brown_r,_pink_,,,,,,_blue_,,,,,,,,_blue_,_blueDark_r
-2760,,,_brownDark_r,_blue_,_blue_,_pink_,,_brownDark_r,,,,,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_pink_,_blueDark_r,_blue_,,,_blueDark_r,_blue_,_blue_,_blueDark_r,_pinkDark_,,,,_pink_,_blueDark_r,_brown_r,_brownDark_r,,,,,,_blueDark_r,,,,,,,,_blue_,_blueDark_r
-2700,,,_blueDark_r,_blue_,_blueDark_r,_blueDark_g,,_blue_,,,,,_blueDark_r,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_,,,_blue_,_blue_,_blue_,_blue_,_pink_,,,,_blue_,_blue_,_brownDark_r,_blue_,,,,,,_blue_,,,,,,,,_blueDark_r,_blueDark_r
-2640,,,_blue_,_blueDark_r,_blue_,_blue_,,_blueDark_r,,,,,_blue_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_pink_,_blue_,_blue_,,,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_g,,,,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,,,,,,_blue_,,,,,,,,_blue_,_blue_
-2580,,,_brown_r,_brownDark_g,_blue_,_blue_,,_blue_,,,,,_blue_,_brownDark_r,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_r,,,_blue_,_blue_,_blue_,_blue_,_blueDark_g,,,,_blue_,_blue_,_brownDark_r,_blue_,,,,,,_blue_,,,,,,,,_blue_,_blueDark_r
-2520,,,_brown_r,_blue_,_blue_,_blue_,,_blue_,,,,,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_g,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_pink_,,,,_brownDark_r,_blue_,_blueDark_r,_blue_,,,,,,_blue_,,,,,,,,_blueDark_r,_blueDark_r
-2460,,,_blueDark_r,_blue_,_blue_,_blue_,,_blue_,,,,,_blue_,_blueDark_r,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_brownDark_r,_blue_,_blue_,_blueDark_g,_blue_,_blue_,_blue_,_blue_,_blue_,,,,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,,,,,,_blue_,,,,,,,,_blue_,_blue_
-2400,,,_pink_,_blue_,_blue_,_blue_,,_blue_,,,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_pink_,,,,_brownDark_r,_brownDark_r,_blueDark_r,_blue_,,,,,,_brownDark_r,,,,,,,,_blue_,_blue_
-2340,,,_blueDark_g,_blue_,_brownDark_g,_blue_,,_blue_,,,,,_blue_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_g,,,,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,,,,,,_blueDark_r,,,,,,,,_blueDark_r,_blue_
-2280,,,_blue_,_blue_,_blueDark_g,_blue_,,_blue_,,,,,_blueDark_r,_blue_,_blue_,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,,,,_blueDark_r,_pink_,_blue_,_blue_,,,,,,_blue_,,,,,,,,_blue_,_blue_
-2220,,,_blue_,_blueDark_g,_blue_,_brownDark_r,,_blue_,,,,,_blue_,_blue_,_blue_,_blueDark_r,_brownDark_r,_pink_,_blueDark_g,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,,,,_blue_,_brownDark_r,_brownDark_r,_blue_,,,,,,_pink_,,,,,,,,_blue_,_blue_
-2160,,,_blue_,_blue_,_blue_,_blueDark_r,,_blueDark_r,,,,_pink_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blueDark_g,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,,,,_blueDark_r,_blue_,_blue_,_blue_,,,,,,_blueDark_r,,,,,,,,_blue_,_blue_
-2100,,,_blueDark_r,_blue_,_brownDark_r,_brownDark_r,,_blueDark_r,,,,_pink_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_g,,,,_blue_,_brownDark_r,_blueDark_r,_blue_,,,,,,_blueDark_g,,,,,,,,_blue_,_blue_
-2040,,,_blueDark_r,_blueDark_g,_brown_r,_blueDark_r,,_blue_,,,,_pinkDark_,_blue_,_brown_r,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_g,_blueDark_g,_blueDark_g,_blueDark_g,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_brownDark_g,,,,_blue_,_blueDark_g,_blueDark_r,_blue_,,,,,,_brownDark_r,,,,,,,,_blue_,_blue_
-1980,,,_blueDark_r,_brownDark_r,_brown_r,_brownDark_r,,_blue_,,,,_pinkDark_,_brownDark_r,_blueDark_r,_blue_,_pink_,_blueDark_r,_blue_,_blueDark_g,_pink_,_blue_,_brownDark_r,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_brownDark_r,,,,_blue_,_brownDark_r,_blueDark_r,_blue_,,,,,,_blue_,,,,,,,,_blue_,_blueDark_r
-1920,,,_blue_,_pink_,_blue_,_blue_,,_blue_,,,,_brownDark_r,_brownDark_r,_brownDark_r,_brown_r,_brownDark_r,_blue_,_blue_,_pink_,_pink_,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_pink_,,,,_blue_,_blueDark_r,_blueDark_r,_blue_,,,,,,_brownDark_r,,,,,,,,_blueDark_g,_blueDark_r
-1860,,,_blue_,_brown_g,_blue_,_blue_,,_blue_,,,,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_pink_,_blueDark_r,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_pink_,,,,_brownDark_r,_blueDark_r,_blueDark_r,_blue_,,,,,,_brownDark_r,,,,,,,,_blue_,_blueDark_r
-1800,,,_blue_,_blue_,_blueDark_g,_blue_,,_blue_,,,,_pink_,_blue_,_blue_,_blueDark_r,_blue_,_pink_,_blue_,_blueDark_r,_pinkDark_,_blue_,_blue_,_blueDark_r,_brownDark_r,_blue_,_blue_,_blue_,_pinkDark_,,,,_blue_,_brownDark_r,_blue_,_blue_,,,,,,_brownDark_r,,,,,,,,_blue_,_blue_
-1740,,,,_pink_,_blue_,_blue_,,_blue_,,,,_pink_,_blue_,_brownDark_r,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_blueDark_g,_blue_,_blue_,_pink_,,,,_blueDark_g,_blue_,_blue_,_blueDark_r,,,,,,_blueDark_r,,,,,,,,_blue_,_blue_
-1680,,,,_blueDark_g,_blue_,_blue_,,_blue_,,,,_brownDark_r,_blueDark_r,_blueDark_r,_brownDark_r,_blue_,_blueDark_g,_blueDark_g,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_brownDark_r,,,,_blue_,_blue_,_blue_,_blueDark_r,,,,,,_blueDark_r,,,,,,,,_blue_,_blue_
-1620,,,,_blue_,_pink_,_blueDark_r,,_blue_,,,,_blueDark_r,_blue_,_pink_,_blue_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_brownDark_r,_blue_,_pink_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,,,,_blue_,_brownDark_r,_blue_,_blueDark_r,,,_blue_,_blueDark_r,,_blueDark_r,,,,,,,,_blueDark_g,_pink_
-1560,,,,_blue_,_blue_,_blue_,,_blue_,,,,_pink_,_blue_,_blueDark_r,_brown_r,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_pinkDark_,_blue_,_blueDark_r,_blue_,_pink_,_blue_,_blue_,_blue_,_pink_,,,,_blue_,_blueDark_g,_blueDark_r,_blue_,,,_blue_,_blueDark_g,,_brownDark_r,,,,,,,,_blue_,_blue_
-1500,,,,_blue_,_pink_,_blueDark_r,,_blue_,,,,_blue_,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_brownDark_r,_brownDark_r,_blue_,_blueDark_r,_pink_,_blueDark_g,_blue_,_blueDark_g,_blue_,_pink_,,,,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,,,_blue_,_blue_,,_blueDark_r,,,,,,,,_blue_,_blue_
-1440,,,,_pink_,_blue_,_blue_,,_blueDark_r,,,,_pink_,_blueDark_r,_blue_,_brown_r,_brownDark_r,_pink_,_blue_,_pink_,_brownDark_r,_blueDark_r,_brownDark_r,_brown_r,_blueDark_r,_blue_,_blue_,_blue_,_brownDark_r,,,,_blue_,_blueDark_g,_blueDark_r,_brown_r,,,_blueDark_r,_blue_,,_blueDark_r,,,,,,,,_blueDark_g,_blue_
-1380,,,,_pink_,_blue_,_blue_,,_blue_,,,,_brownDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_brownDark_r,_pink_,_blueDark_r,_pink_,_pink_,_brownDark_r,_blue_,_pink_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,,_blue_,,_blueDark_r,_blue_,_blue_,_blueDark_r,,,_blueDark_r,_blueDark_r,,_blue_,,,,,,,,_blue_,_pink_
-1320,,,,_blueDark_g,_blue_,_blueDark_r,,_blue_,,,,_pink_,_blueDark_r,_brownDark_r,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_pink_,_blue_,_blue_,_blue_,_brownDark_r,_brownDark_r,_blue_,_brownDark_r,_blue_,,_blue_,,_blueDark_g,_pink_,_blueDark_r,_blue_,,,_blue_,_blueDark_r,,_blueDark_r,,,,,,,,_blue_,_blue_
-1260,,,,_blue_,_blue_,_blue_,,_blue_,,,,_pink_,_blueDark_r,_brownDark_r,_brownDark_r,_brownDark_r,_pink_,_blueDark_r,_brownDark_r,,_brownDark_r,_brownDark_r,_blueDark_g,_brownDark_r,_blue_,_blue_,_blue_,_pinkDark_,,,,_pink_,_blueDark_r,_brownDark_r,_blueDark_r,,,_blue_,_blue_,,_blueDark_r,,,,,,,,_blue_,_blue_
-1200,,,,_pink_,_blue_,_blue_,,_blue_,,,,_pink_,_brownDark_r,_brownDark_r,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,_blue_,_pinkDark_,_blue_,_blue_,_brownDark_g,_blueDark_r,,,,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,,,_blueDark_r,_pink_,,_brownDark_r,,,,,,,,_blue_,_blueDark_r
-1140,,,,_pinkDark_,_blue_,_blue_,,,,,,_pink_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,,_blueDark_r,_blue_,_blue_,_pinkDark_,_pink_,_blue_,_blueDark_r,_blue_,_blue_,,,,_blue_,_brown_r,_blueDark_r,_blueDark_r,,,_blueDark_r,_brownDark_r,,_blueDark_r,,_blueDark_r,,,,,,_blue_,_blueDark_r
-1080,,,,_brownDark_r,_blueDark_g,_blue_,,_blue_,,,_blueDark_g,_pink_,_brownDark_r,_blue_,_blue_,_pink_,_blueDark_r,_pink_,_blue_,_blue_,_brownDark_r,_pink_,_blue_,_pink_,_blue_,_brownDark_r,_blue_,_blueDark_g,,_blue_,,_brownDark_r,_blueDark_r,_pink_,_brownDark_r,,,_blue_,_brownDark_r,,_blue_,,_brownDark_r,,,,,,_blueDark_r,_blueDark_g
-1020,,,,_pink_,_pink_,_blue_,,_blue_,,,_blueDark_r,_brownDark_r,_blue_,_blue_,_blue_,_pink_,_blueDark_r,_blueDark_g,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_blue_,_pink_,_brownDark_r,_brownDark_r,_pink_,_blueDark_g,,_blue_,,_pink_,_blueDark_r,_blueDark_r,_pink_,,,_blue_,_brownDark_r,,_blueDark_r,,_brownDark_r,,,,,,_blue_,_blue_
-960,,,,_pink_,_pink_,_blueDark_r,,_blue_,,,_blueDark_r,_pinkDark_,_blue_,_blue_,_blue_,_pink_,_pink_,_blueDark_r,_blueDark_g,_blueDark_r,_blue_,_blueDark_r,_blueDark_g,_brownDark_r,_brownDark_r,_brownDark_r,_pink_,_blue_,,,_blue_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,,,_pink_,_blueDark_r,,_brownDark_r,,_brownDark_r,,,,,,_blueDark_g,_blue_
-900,_brownDark_r,_brownDark_g,,_pink_,_brownDark_r,_blue_,,_blue_,,,_pink_,_pinkDark_,_pink_,_blueDark_r,_blue_,_pinkDark_,_brownDark_r,_pink_,_blue_,_blue_,_pink_,_blueDark_r,_blueDark_g,_pink_,_blueDark_r,_brownDark_r,_brownDark_g,_pink_,,_blue_,_blue_,_blueDark_r,_brown_r,_blueDark_r,_blueDark_g,,,_brownDark_r,_blueDark_r,,_brownDark_r,,_brownDark_r,,,_brownDark_r,_pink_,_pink_,_blueDark_r,_blueDark_g
-840,_blueDark_r,_pink_,,_pink_,_blue_,_blueDark_r,,_blue_,,,_blueDark_g,_pinkDark_,_blueDark_r,_pink_,_brownDark_r,_pink_,_blue_,_blueDark_r,_blue_,_pink_,_pink_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_g,_blueDark_r,,_brownDark_r,_brownDark_r,_pink_,_blueDark_r,_blue_,_blueDark_g,,,_brownDark_r,_blueDark_r,,_blueDark_r,,_brownDark_r,,,_pink_,_blue_,_blue_,_blueDark_g,_blueDark_g
-780,_blueDark_r,_blue_,,_pink_,_pink_,_blue_,,,,,_blue_,_pink_,_brown_r,_pink_,_blueDark_r,_pink_,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_pink_,_blue_,_brownDark_g,_pink_,_blue_,_blueDark_r,_blueDark_g,,_blue_,_blueDark_r,_pink_,_pink_,_pink_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_pink_,,_blueDark_r,,_blueDark_r,,,_blueDark_g,_blueDark_r,_blue_,_blue_,_blue_
-720,_pink_,_blueDark_g,,_blue_,_brownDark_r,_blueDark_r,,_pink_,,,_blueDark_r,_pink_,_blueDark_r,_pink_,_brownDark_r,_pink_,_brownDark_r,_blue_,_pink_,_blue_,_pink_,_blueDark_r,_blue_,_pink_,_blueDark_r,_brownDark_r,_brownDark_r,_pink_,,_blueDark_r,_blue_,_blueDark_g,_pink_,_pink_,_pink_,_blue_,_blue_,_blue_,_brownDark_r,,_brownDark_r,_blueDark_r,_brownDark_r,,,_pink_,_brownDark_r,_blue_,_blue_,_blue_
-660,_pink_,_blue_,,_brown_r,_brownDark_r,_blueDark_g,,_pink_,,,,_pink_,_blueDark_r,_brownDark_r,_blueDark_g,_pink_,_blueDark_r,_blueDark_r,_pink_,_blue_,_pink_,_blueDark_g,_blue_,_pinkDark_,_blue_,_pink_,_blue_,_pink_,,_pink_,_blue_,_pink_,_blueDark_r,_blueDark_r,_pink_,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,,_pink_,_blueDark_r,_blueDark_r,,,_pink_,_blue_,_pink_,_blue_,_blue_
-600,_blueDark_g,_brown_r,,_blue_,_pink_,_blue_,,,,,_blue_,_pinkDark_,_blue_,_brownDark_r,_pink_,_pink_,_brownDark_r,_pink_,_blue_,_pink_,_pink_,_blue_,_brown_r,_pink_,_brownDark_r,_brownDark_r,_brownDark_r,_pink_,,_blueDark_r,_blueDark_r,_pink_,_pink_,_blue_,_blueDark_r,_blue_,_blue_,_brownDark_r,_brownDark_r,,_pink_,_blue_,_brownDark_r,,,_pink_,_blue_,_pink_,_blue_,_blue_
-540,_pinkDark_,_pink_,,_blueDark_g,_pink_,_brown_r,,_pink_,,,_blueDark_r,_pink_,_blue_,_brownDark_r,_pink_,_brownDark_r,_blue_,_blueDark_g,_blueDark_g,_pink_,_blueDark_g,_brownDark_g,_blueDark_r,_pink_,_brownDark_r,_pink_,_brownDark_r,_pink_,,_pink_,_blueDark_r,_blueDark_g,_brownDark_r,_blue_,_blueDark_r,_blue_,_blue_,_brownDark_r,_pink_,,_pinkDark_,_blueDark_g,_brownDark_r,,,_blueDark_g,_blueDark_r,_blueDark_r,_blueDark_r,_blue_
-480,_pink_,_pink_,,_pink_,_blueDark_r,_brownDark_r,,_brownDark_r,,,_blue_,_pink_,_brownDark_r,_brownDark_r,_pink_,_brownDark_r,_blueDark_r,_blue_,_blue_,_blue_,_pink_,_blue_,_pink_,_pink_,_brownDark_r,_blueDark_g,_blueDark_r,_pink_,,_blue_,_blueDark_r,_pink_,,_pink_,_blueDark_r,_blue_,_brown_r,_pink_,_pinkDark_,,_blueDark_r,_blue_,_pink_,,,_blueDark_g,_pink_,_blueDark_r,_blueDark_r,_blue_
-420,_pinkDark_,_pink_,_blueDark_r,_pink_,_pink_,_pink_,,_blueDark_r,,,_blue_,_pinkDark_,_blueDark_r,_pink_,_pink_,_brownDark_r,_brownDark_r,_blueDark_r,_blueDark_g,_blue_,_pinkDark_,_blueDark_r,_blue_,_pink_,_pink_,_blue_,_brownDark_r,_blueDark_r,,_pink_,_brownDark_r,_pink_,,_blueDark_r,_blue_,_blue_,_brownDark_r,_pink_,_brownDark_r,,_blueDark_r,_blue_,_blueDark_r,,,_pink_,_pinkDark_,_blueDark_r,_blue_,_blue_
-360,_pink_,_pink_,_brownDark_r,_brownDark_r,_blueDark_g,_blue_,,_pink_,,,_brownDark_r,_pinkDark_,_brownDark_r,_pink_,_pink_,_brownDark_r,_blue_,_brownDark_r,_pink_,_pink_,_blueDark_r,_brownDark_r,_pink_,_pink_,_pink_,_blueDark_r,_pink_,_brownDark_r,,_pink_,_brownDark_r,_brownDark_r,,_blueDark_r,_pink_,_blue_,_brownDark_r,_brownDark_r,_blueDark_g,,_blueDark_r,_blue_,_blueDark_r,,,_pink_,_pink_,_blueDark_g,_pink_,_blue_
-300,_blueDark_g,_pinkDark_,_pink_,_pink_,_blueDark_g,_pink_,,_pink_,,,_brownDark_r,_pinkDark_,_blueDark_r,_pink_,_blue_,_pink_,_blue_,_blue_,_pink_,_pink_,_blue_,_pinkDark_,_pink_,_pink_,_blueDark_r,_pink_,_brownDark_r,_brownDark_r,_pink_,_brownDark_r,_brownDark_r,_pink_,,_blue_,_pink_,_blue_,_blue_,_brownDark_r,_blueDark_r,,_brownDark_r,_blueDark_r,_blue_,,,_pink_,_brownDark_r,_blue_,_brownDark_r,_brown_g
-240,_pink_,_pink_,_pink_,_brownDark_r,_brownDark_g,_pink_,,_pink_,,,_blue_,_pinkDark_,_blueDark_r,_pinkDark_,_blueDark_g,_brownDark_r,_brownDark_r,_pinkDark_,_pinkDark_,_pink_,_pink_,_pinkDark_,_pink_,_pink_,_blueDark_g,_pink_,_pinkDark_,_blueDark_r,_pink_,_pink_,_pink_,,,_pink_,_pink_,_pink_,_brownDark_r,_pink_,_pink_,,_blueDark_r,_brownDark_r,_blue_,,,_pink_,_pink_,_pink_,_brownDark_r,_blueDark_r
-180,_pink_,,_brownDark_g,_brownDark_r,_pinkDark_,_brownDark_r,,_blueDark_g,,,_pink_,_pinkDark_,_pink_,_pinkDark_,_blueDark_r,_pink_,_pink_,_pink_,_pink_,_blue_,_pink_,_pink_,_pink_,_brownDark_r,_pink_,_blueDark_r,_pink_,_blue_,_pinkDark_,_pink_,_pink_,,,_blueDark_g,_pink_,_pink_,_pink_,_brownDark_r,_pink_,,_brownDark_r,_pink_,_blueDark_g,,,_blueDark_g,_blueDark_r,_pink_,,_blueDark_g
-120,_blueDark_g,,,_pink_,,_brownDark_r,,,,,_brown_r,_pink_,_blueDark_r,_blueDark_r,_pink_,_pink_,_pink_,_pink_,_pink_,_blue_,_pinkDark_,_pink_,_pink_,_pink_,_pink_,_pinkDark_,_pink_,_pink_,_pink_,_pink_,_pink_,,,_blueDark_r,_brownDark_r,_brownDark_r,_pink_,_pink_,_pink_,,_pink_,_pink_,_blue_,,,_pink_,_pinkDark_,_pink_,,_pink_
-60,_pink_,,_pink_,_pink_,_pink_,_pink_,_brownDark_r,_pinkDark_,,,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_blueDark_r,_pink_,_pink_,_pink_,,_pink_,_pink_,_pink_,_pink_,_pink_,_pinkDark_,_pink_,_brown_r,_pink_,_pink_,_blueDark_r,,,_blue_,_pink_,_blueDark_g,_brownDark_r,_pinkDark_,_pink_,,_pink_,_pink_,_brownDark_r,,,_pink_,_pink_,_blueDark_r,,_pink_
0,_pink_,,_pink_,_blueDark_g,_pink_,_pink_,_pink_,_blueDark_r,_brownDark_r,_pink_,_brownDark_r,_pink_,_brownDark_r,_pink_,_blueDark_g,_pinkDark_,_pink_,_pink_,_pink_,,_pink_,,_pink_,_pink_,_pink_,_pinkDark_,_pink_,_pink_,_pink_,_pink_,_pink_,,,_pink_,_brownDark_r,_blueDark_r,_pink_,_pink_,_pink_,,_pinkDark_,_pink_,_pink_,_pinkDark_,_blueDark_r,_pink_,_pink_,_blueDark_g,,_blueDark_r
60,_pinkDark_,,_pink_,_blue_,_blueDark_r,_pink_,_pink_,_pink_,_pink_,_blueDark_r,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_pink_,_pink_,_blueDark_r,,_brownDark_r,_pink_,_pink_,_blue_,_brownDark_r,_pink_,_pinkDark_,_pinkDark_,_brownDark_r,_pink_,_pink_,_pinkDark_,,,_pink_,_brownDark_r,_blue_,_pink_,_pink_,_pinkDark_,,_pink_,_pink_,_pink_,_blue_,_blue_,_pinkDark_,_pink_,_pink_,,_pink_
120,_pink_,,_pink_,_pink_,_pink_,_brownDark_r,_pinkDark_,,_pink_,_pink_,_brownDark_r,_pink_,_brownDark_r,_pink_,_brownDark_r,_pink_,_pink_,_brownDark_r,,,_blueDark_g,_pink_,_blueDark_g,_pink_,_pink_,_pink_,_blueDark_r,,_pink_,_pinkDark_,_pink_,,,_blueDark_r,_blue_,_brownDark_r,_blue_,_brownDark_g,_pinkDark_,,_blueDark_r,_pink_,_blueDark_r,_blueDark_g,_brownDark_r,_pinkDark_,_pink_,_blue_,,_blueDark_g
180,,,_pink_,_pink_,,_pinkDark_,_pink_,,_pink_,_pink_,,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_pink_,_brownDark_r,_pink_,,_pinkDark_,_pink_,_pinkDark_,_pink_,_pink_,_pinkDark_,_brownDark_r,,_pink_,_pink_,_pink_,,,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_pinkDark_,,_pink_,_brownDark_r,_pink_,_pink_,_pinkDark_,,,_pink_,,_pinkDark_
240,,,,_blue_,,_pink_,_pink_,,_pinkDark_,_pinkDark_,,_pink_,_blueDark_r,_pink_,_pink_,_pink_,_brownDark_r,_pink_,,,_pink_,_pink_,_blueDark_r,_pink_,_brownDark_g,_pinkDark_,_pink_,,_pink_,_pinkDark_,,,,_pink_,_pink_,_pink_,_pink_,_pink_,_pink_,,_pink_,_brownDark_r,_brownDark_r,_pink_,_pinkDark_,,,_pink_,,_pinkDark_
300,,,_pink_,_blueDark_r,,_brownDark_r,_pinkDark_,,_pink_,_pink_,,_brownDark_r,_blueDark_g,_blueDark_r,_brownDark_r,_pink_,_blue_,_pink_,,,_pink_,_pink_,_blueDark_r,_blueDark_r,_pinkDark_,_pink_,_pink_,,_pinkDark_,,,_blueDark_g,,_pinkDark_,_pink_,_blueDark_r,_blueDark_g,_pink_,_pink_,,_pink_,_brownDark_r,_pink_,_pinkDark_,_pink_,,,,,_pinkDark_
360,,,_pink_,_pink_,,_pink_,_pink_,,_pink_,_pink_,,_blueDark_r,_blue_,_pink_,_pinkDark_,_pink_,_pink_,_pink_,,,_pink_,_pink_,_pink_,_pink_,_pinkDark_,_pink_,_pink_,,_pink_,,,_pink_,,_pink_,_pink_,_pink_,_pink_,_pinkDark_,_pink_,,_brown_r,_brownDark_r,_pink_,_pinkDark_,_blue_,,,,,_pink_
420,,,_pink_,_pink_,,_blue_,_pink_,,_pink_,_pink_,,_brownDark_g,_pink_,_brownDark_r,_blueDark_g,_pink_,_blueDark_g,_brownDark_r,,,_brownDark_r,_pinkDark_,_blueDark_r,_blueDark_g,_brownDark_r,_blueDark_g,_pink_,,_pink_,,,_blueDark_r,,_pink_,,_pink_,_pink_,_pink_,_pinkDark_,,_pink_,_brownDark_r,_pink_,_blueDark_g,_pink_,,,,,_blue_
