time to NEB,1i,1ii,1iii,2i,2ii,3i,3ii,4i,4ii,5i,5ii,1,2i,2ii,3i,3ii,4i,4ii,5,6i,6ii,7i,7ii,8i,8ii,9i,9ii,10i,10ii,11i,11ii,1i,1ii,2i,2ii,3i,3ii,4i,4ii,5i,5ii,6i,6ii,7i,7ii,8i,8ii,9i,9ii,10i,10ii,11i,11ii
-3420,_brown_g,_pink_,_blue_,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,,,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,,,_blue_,_blue_,,,,,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r
-3360,_brownDark_g,_pink_,_blue_,,,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,,,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,,,_blue_,_blue_,_blue_,_pink_,_brownDark_r,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,,,_blue_,_blue_,,,,,,,_blue_,_brownDark_g,_blue_,_blue_,_brownDark_r,_blueDark_g
-3300,_brownDark_g,_pink_,_blue_,,,_blue_,_blue_,_blue_,_blue_,_brownDark_r,,,_blueDark_r,_blueDark_r,_blueDark_g,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blue_,,,_blue_,_blueDark_r,,,,,,,_blueDark_r,_brownDark_g,_blueDark_g,_blueDark_r,_blueDark_r,_blueDark_r
-3240,_blueDark_g,_pink_,_blue_,,,_blue_,_blue_,_brown_r,_blue_,_blueDark_r,_blueDark_r,,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blue_,,,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,_brownDark_r,_blueDark_g,_blueDark_r,_pinkDark_,_blue_,_blue_,,,_blue_,_blueDark_g,,,,,,,_pink_,_brownDark_g,_blue_,_blue_,_blue_,_blue_
-3180,_blueDark_g,_pink_,_blueDark_r,,,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_blueDark_r,,_brownDark_r,_blueDark_r,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_pinkDark_,_blue_,_blue_,,,_blue_,_blueDark_g,,,,,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_
-3120,_blue_,_blueDark_r,_blue_,,,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,,_blueDark_r,_brownDark_r,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,,,_blue_,_blue_,_blueDark_g,_blue_,_blueDark_r,_blue_,_pink_,_blue_,_blue_,_pinkDark_,_blue_,_blueDark_r,,,_blueDark_r,_blueDark_g,,,,,,,_blue_,_blue_,_blue_,_pink_,_blueDark_r,_blue_
-3060,_blueDark_g,_pink_,_blueDark_r,,,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_brownDark_r,,_brownDark_r,_brownDark_r,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_g,_blue_,_blue_,_blue_,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_pink_,_blue_,_blue_,_pinkDark_,_blue_,_blue_,,,_blueDark_r,_blue_,,,,,,,_blueDark_g,_blue_,_blueDark_r,_blue_,_blue_,_blue_
-3000,_blueDark_g,_pink_,_brownDark_r,,,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,,_blueDark_r,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,_blue_,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_pinkDark_,_blueDark_g,_blue_,,,_blueDark_r,_blue_,,,,,,,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r
-2940,_brownDark_g,_pink_,_brownDark_r,,,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,,_brownDark_r,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_g,_brownDark_r,_blue_,_blue_,,,_blue_,_blue_,_pink_,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_pinkDark_,_blue_,_blue_,,,_blue_,_blue_,,,,,,,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blue_
-2880,_blueDark_g,_brownDark_r,_brownDark_r,,,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_pink_,,_brownDark_r,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_r,_brownDark_r,_blue_,_blue_,,,_blue_,_blueDark_r,_pink_,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,_blue_,_pink_,_blue_,_blue_,,,_blue_,_blue_,,,,,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_
-2820,_blueDark_g,_brownDark_r,_pink_,,,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_pink_,,_pink_,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,_blue_,,,_blue_,_brownDark_r,,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_blue_,_blue_,_pink_,_blue_,_blue_,,,_blue_,_blue_,,,,,,,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_
-2760,_blueDark_g,_brownDark_r,_brownDark_r,,,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,,_brownDark_r,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blue_,,,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_brownDark_r,_blue_,_blue_,_pink_,_blue_,_blue_,,,_blue_,_blue_,,,,,,,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_
-2700,_blue_,_brownDark_r,_blueDark_,,,_blue_,_blue_,_pink_,_blue_,_blue_,_blueDark_r,,_blueDark_r,_brownDark_r,_blue_,_blue_,_blueDark_g,_blueDark_r,_brownDark_r,_blue_,_blue_,_blue_,_blue_,,,_blue_,_blue_,_blue_,_blue_,_pink_,_blue_,_brownDark_r,_blueDark_r,_blue_,_pink_,_blue_,_blueDark_g,,,_blue_,_blue_,,,,,,,_blue_,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_r
-2640,_blueDark_r,_blue_,_blueDark_r,,,_blue_,_blue_,_pink_,_blueDark_r,_blue_,_pink_,,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,_blueDark_r,_blue_,_blue_,,,_blue_,_blueDark_r,_blue_,_blueDark_r,_brownDark_r,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,_pink_,_blueDark_r,_blue_,,,_blue_,_blue_,,,,,,,_blueDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_
-2580,_blue_,_blueDark_g,_brownDark_r,,,_blue_,_blueDark_r,_pink_,_blueDark_r,_blueDark_r,_blueDark_r,,_pink_,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,_blue_,,,_blueDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_,_brownDark_r,_brown_r,_blue_,_pinkDark_,_blueDark_r,_blue_,,,_blue_,_blue_,,,,,,,_blue_,_blueDark_r,_blue_,_blueDark_r,_pink_,_blue_
-2520,_blueDark_r,_blueDark_r,_brownDark_r,,,_blue_,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,,_pink_,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,,,_blue_,_blue_,_blue_,_blue_,_pink_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blue_,,,_blue_,_blue_,,,,,,,_blueDark_r,_blueDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r
-2460,_blueDark_r,_blue_,_brownDark_r,,,_brownDark_r,_blue_,_pink_,_blueDark_r,_blueDark_r,_blue_,,_pink_,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blue_,,,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_blue_,_brownDark_r,_blueDark_r,_blue_,_blueDark_g,_blue_,_blue_,,,_blue_,_blue_,,,,,,,_brownDark_r,_pink_,_blue_,_blue_,_brownDark_r,_blue_
-2400,_blueDark_g,_blueDark_r,_brownDark_r,,,_brownDark_r,_pink_,_pink_,_blueDark_r,_blueDark_r,_pink_,,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_g,_blue_,_blue_,,,_blue_,_blueDark_r,,,,,,,_blueDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_
-2340,_blue_,_pinkDark_,_blueDark_r,,,_blue_,_blueDark_g,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,,,_blue_,_blue_,_blue_,_blueDark_g,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blue_,,,_brownDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_pink_,_blueDark_g,_blueDark_r,_blueDark_r,_blue_,_blue_,,,_blue_,_blue_,,,,,,,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_g,_blue_
-2280,_blue_,_blueDark_r,_blueDark_r,,,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,,_pink_,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blueDark_g,_blue_,_blueDark_r,_blue_,,,_pink_,_pink_,_blueDark_r,_blueDark_r,_blueDark_g,_blue_,_brownDark_r,_blueDark_g,_blueDark_r,_blue_,_blueDark_r,_blue_,,,_blue_,_blue_,,,,,,,_blue_,_blue_,_blue_,_blue_,_pinkDark_,_blue_
-2220,_blue_,_pink_,_blueDark_r,,,_blue_,_blue_,_pink_,_pink_,_blue_,_blue_,,_pink_,_pink_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,,,_brownDark_r,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_pink_,_blue_,_blue_,_blue_,_blue_,_blue_,,,_blue_,_blue_,,,,,,,_blue_,_blue_,_blue_,_blue_,_pink_,_blue_
-2160,_blue_,_brownDark_r,_blueDark_r,,,_blueDark_r,_pink_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,,,_brownDark_r,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blueDark_g,_blue_,_blue_,_blue_,,,_brownDark_r,_blue_,_blue_,_pink_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_pink_,_blue_,_blue_,,,_blue_,_blue_,,,,,,,_blueDark_g,_blue_,_blue_,_blueDark_r,_blue_,_blue_
-2100,_blueDark_r,_brownDark_r,_brownDark_r,,,_blueDark_r,_blueDark_g,_blue_,_blue_,_blue_,_brownDark_r,,,,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_g,_blue_,_blue_,_blueDark_r,,,_blueDark_r,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_pink_,_blue_,_blue_,_blueDark_g,_brownDark_r,_blue_,,,_blue_,_blue_,,,,,,,_pink_,_blue_,_blue_,_blue_,_blue_,_blue_
-2040,_blue_,_pink_,_blueDark_r,,,_brownDark_r,_brownDark_r,_pink_,_blueDark_r,_blue_,_blueDark_r,,,,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blueDark_g,,,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_pink_,_blueDark_r,_pink_,_blue_,_blue_,_blueDark_g,_blue_,_blue_,,,_blue_,_blueDark_r,,,,,,,_blueDark_r,_blue_,_blue_,_blueDark_r,_brownDark_g,_blueDark_g
-1980,_blue_,_pink_,_blue_,,,_blueDark_r,_blue_,_blueDark_g,_brownDark_r,_blue_,_blue_,,,,_blueDark_g,_brownDark_r,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_pink_,_blue_,_blueDark_r,_blue_,_blue_,_pink_,_pink_,_blue_,_blue_,_brownDark_r,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,_blueDark_r,_pink_,,,_blue_,_brownDark_r,,,,,,,_blueDark_r,_blue_,_blueDark_g,_blueDark_r,_pink_,_blueDark_g
-1920,_blue_,_brownDark_r,_blueDark_r,,,_pink_,_blue_,_blueDark_g,_brownDark_r,_blueDark_r,_blue_,,,,_blue_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blueDark_g,_pink_,_blueDark_r,_blue_,_blue_,,_blue_,,,_blue_,_blue_,,,,,,,_blue_,_blue_,_blueDark_r,_pink_,_pink_,_blue_
-1860,_blue_,_brownDark_r,_pink_,,,_blueDark_r,_blueDark_g,_blueDark_g,_brownDark_r,_blue_,_blue_,,_blue_,,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_pink_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_blue_,_blue_,_blue_,,,_blue_,_blue_,,,,,,,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_
-1800,_blue_,_pink_,_pink_,,,_brownDark_r,_blueDark_r,_blueDark_r,_brownDark_r,_blue_,_blue_,,,,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_pink_,_blue_,_blue_,_blueDark_g,_blueDark_r,_blue_,,,_blue_,_blue_,,,,,,,_blue_,_blue_,_blue_,_blue_,_blueDark_g,_blue_
-1740,_brownDark_r,_blueDark_r,_pink_,,,_brownDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,,,,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_pink_,_blue_,,_blue_,_blueDark_r,_pink_,_blue_,_blue_,,,_blue_,_blue_,,,,,,,_blueDark_r,_blueDark_g,_blue_,_pink_,_pink_,_blue_
-1680,_pink_,_blueDark_r,_brownDark_r,,,_blueDark_r,_pink_,_pink_,_brownDark_r,_blueDark_r,_blueDark_r,,,,_blueDark_r,_pink_,_blueDark_g,_blue_,_blue_,_blue_,_pink_,_blue_,_blue_,_blue_,_blueDark_r,_pink_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_blue_,_pink_,_pink_,_brownDark_r,_pink_,_blue_,_blue_,,,_blue_,_blue_,,,,,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_
-1620,_blue_,_pink_,_blueDark_r,,,_blueDark_r,_blue_,_blueDark_g,_brownDark_r,_blue_,_blue_,,,,_blue_,_pink_,_blue_,_blue_,_blue_,_blue_,_pink_,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blue_,_pink_,_blueDark_r,_blueDark_r,_blueDark_g,_blueDark_g,_blueDark_g,,,_blue_,_blue_,,,,,,,_pink_,_blue_,_blue_,_blue_,_pink_,_blue_
-1560,_blueDark_r,_pink_,_brownDark_r,,,_blueDark_r,_blue_,_pink_,_brownDark_r,_blue_,_blueDark_r,,_pink_,,_blueDark_r,_pink_,_blue_,_blue_,_blue_,_blueDark_g,_blue_,_blue_,_blueDark_g,_blueDark_g,_brownDark_r,_blue_,_brownDark_r,_brownDark_r,_blue_,_blueDark_r,_blue_,_pink_,_blue_,_blue_,_blueDark_r,_blueDark_g,_blue_,,,_blue_,_blue_,,,,,,,,_blue_,_blue_,_blue_,_pink_,_blue_
-1500,_pink_,_pink_,_brownDark_r,,,_pink_,_blue_,_brownDark_g,_blueDark_r,_blue_,_blueDark_r,,_blue_,,_blueDark_r,_pink_,_blueDark_r,_pink_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_g,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_pink_,_brownDark_r,_blue_,_blue_,_blue_,_blue_,,,_blue_,_blue_,,,,,,,,_blue_,_blue_,_brownDark_r,_blueDark_g,_pink_
-1440,_pink_,_pink_,_brownDark_r,,,_pink_,_blue_,_blueDark_g,_brownDark_r,_blue_,_blue_,,_blue_,,_blueDark_r,_blueDark_g,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_g,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_r,_brown_r,_blue_,_blue_,_blueDark_g,,,_blueDark_r,_blue_,,,,,,,_blue_,_blue_,_blue_,_brownDark_r,_pink_,_blueDark_r
-1380,_brownDark_r,_pink_,_brownDark_r,,,_pink_,_blueDark_g,_pink_,_blue_,_blueDark_r,_brownDark_r,,_pink_,,_blue_,_pink_,_blue_,_blueDark_r,_blue_,_blueDark_r,_pink_,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_pink_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,,,_blue_,_blue_,,,,,,,_brownDark_r,_blue_,_blue_,_brownDark_r,_pink_,_blue_
-1320,_brownDark_r,_pink_,_brownDark_r,,,_blueDark_g,_blue_,_blueDark_r,_blue_,_blue_,_blue_,,_blueDark_r,,_blue_,_pink_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,,,_blue_,_blue_,,,,,,,_blue_,_blue_,_blueDark_r,_blueDark_r,_pink_,_blue_
-1260,_pinkDark_,_pink_,_pink_,,,_pink_,_blueDark_g,_blueDark_r,_blueDark_r,_blue_,_blue_,,_brownDark_r,,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_pink_,_pink_,_brownDark_r,_blue_,_blue_,_blue_,_brownDark_r,_blue_,,,_blue_,_blue_,,,,,,,_blue_,_blue_,_blueDark_r,_brownDark_r,_blueDark_g,_pink_
-1200,_pink_,_pink_,_pink_,,,_pink_,_blueDark_g,_blueDark_r,_brownDark_r,_blueDark_r,_blueDark_r,,_pink_,,_blue_,_pink_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_brownDark_r,_blue_,_brownDark_r,_blue_,_pink_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_,,,_blue_,_blue_,,,,,,,_brownDark_r,_blueDark_g,_blueDark_r,_blue_,_pink_,_brownDark_r
-1140,_blueDark_g,_pink_,_brownDark_r,_pink_,_blueDark_g,_pink_,_blueDark_g,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,,_pinkDark_,,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,,,_blue_,_blue_,,,,,,,_pink_,_blueDark_g,_blue_,_blue_,_brownDark_r,_blueDark_r
-1080,_pink_,_blueDark_g,_brownDark_r,_brownDark_r,_blue_,_pink_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,,_pink_,,_blue_,_pink_,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blue_,,,_blueDark_r,_blue_,,,,,_blue_,_blue_,_pink_,_blueDark_r,_blue_,_blue_,_brownDark_r,_brownDark_r
-1020,_pinkDark_,_blueDark_g,_brownDark_r,_pink_,_blueDark_g,_pinkDark_,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,,,,_blue_,_brownDark_r,_blue_,_blue_,_pink_,_blueDark_r,_brownDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,,,_brown_r,_blue_,,,,,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r
-960,_pink_,_blue_,_blueDark_r,_pink_,_blueDark_g,_pink_,_blue_,_blueDark_r,_blue_,_blue_,_blue_,,,,_blue_,_pink_,_blue_,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_g,,,_blue_,_blue_,,,,,_blue_,_blue_,_blueDark_r,_pink_,_blue_,_pink_,_pink_,_brownDark_r
-900,_pink_,_blue_,_pink_,_pink_,_blue_,_blueDark_g,_pink_,_brown_r,_blueDark_r,_blue_,_blue_,,,,_blue_,_pink_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_blueDark_g,_pink_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blueDark_g,_pink_,_brownDark_r,_blue_,_blue_,,,,,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,_brownDark_g,_brownDark_r
-840,_brownDark_r,_blue_,_brownDark_r,_brownDark_r,_blueDark_g,_pink_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_brownDark_r,,,,_blue_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blue_,_blueDark_g,_blueDark_r,_blue_,_blue_,_blueDark_g,_blueDark_r,_blueDark_r,,_brownDark_r,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_pink_,_blueDark_r,_blue_,,,,,_blueDark_r,_blue_,_pink_,_blueDark_r,_blue_,_blue_,_pink_,_brownDark_r
-780,_blueDark_r,_blue_,_pinkDark_,_pink_,_brown_g,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,,,,_blue_,_brownDark_r,_blue_,_blueDark_r,_brownDark_r,_blue_,_brownDark_r,_brownDark_r,_brownDark_r,_brownDark_g,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blueDark_g,_brown_r,_pink_,_blue_,_blue_,,,,,_blue_,_blue_,_pink_,_blueDark_r,_pink_,_blue_,_blueDark_g,_brownDark_r
-720,_brownDark_r,_blueDark_g,_pink_,_pink_,_pink_,_blue_,_blue_,_blueDark_r,_blueDark_g,_blue_,_blueDark_r,,,,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_blueDark_r,_pink_,_blue_,_pink_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_pink_,_pink_,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_pink_,_blueDark_r,_blue_,,,,,_brownDark_r,_brownDark_r,_pink_,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r
-660,_brownDark_r,_blueDark_r,_pinkDark_,_pink_,_pink_,_pink_,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,,,,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_brown_r,,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,,,,,_blueDark_r,_blueDark_r,_pink_,_blueDark_r,_brownDark_r,_blue_,_blueDark_g,_blueDark_r
-600,_blueDark_r,_brownDark_r,_pink_,_pink_,_pink_,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blue_,,,,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_blue_,_blue_,_pink_,_blueDark_r,_brownDark_r,_blueDark_r,_brownDark_r,_blue_,,,,,_blue_,_pink_,_brownDark_g,_brownDark_r,_pink_,_blue_,_blue_,_blueDark_r
-540,_pink_,_pink_,_pinkDark_,_pink_,_pink_,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,,,,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,_pink_,_blue_,_blueDark_r,_blueDark_g,_blueDark_r,_pink_,_blueDark_r,_blueDark_r,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_brownDark_r,_brownDark_r,_blue_,_blue_,_blueDark_r,,,,,_blue_,_brownDark_r,_blue_,_blue_,_pink_,_blue_,_blue_,_pink_
-480,_blueDark_g,_pink_,_pink_,_blueDark_r,_pink_,_blueDark_r,_pink_,_brownDark_r,_blue_,_blue_,_pink_,_pink_,,,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_pink_,_blue_,_blue_,_pink_,_blue_,_pink_,_blueDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_pink_,_blue_,_brownDark_r,,,,,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r
-420,_blueDark_g,_pink_,_pink_,_pinkDark_,_brown_r,_blue_,_blueDark_r,_brownDark_r,_blue_,_blue_,_pink_,_blueDark_r,,,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_blue_,_blueDark_r,_blue_,_blue_,,_blueDark_r,_blueDark_r,_brownDark_r,_blue_,_brownDark_r,,,,,_blue_,_pink_,_pink_,_pink_,_blueDark_r,_blue_,_blue_,_brownDark_r
