time to NEB,1,4,5i,5ii,6i,6ii,7i,7ii,8,2,3,4i,4ii,2i,2ii,3,4i,4ii,6i,6ii,10,1i,1ii,2i,2ii,5i,5ii,6,7,8i,8ii,11i,11ii,12,13i,13ii,14i,14ii,15i,15ii
-1980,,,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,,,_blue_,_blue_,_brownDark_r,_brownDark_r,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_brown_r,_brownDark_r,,,,,_blue_,,_blueDark_r,_pink_,_blue_,_blueDark_r,,_blueDark_r,_blueDark_r,_brownDark_r,_blue_,_blue_,_blue_
-1920,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_brownDark_r,,,_blue_,_blue_,_brownDark_r,_blueDark_r,_blueDark_g,_pink_,_blueDark_r,_brown_r,_blue_,_blueDark_r,_brown_r,_brown_r,,,,,_blue_,,_blue_,_brownDark_r,_blueDark_r,_brown_r,,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blue_
-1860,,,_blue_,_blueDark_g,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,,,_blue_,_brownDark_r,_brownDark_r,_brownDark_g,_pink_,_pink_,_blueDark_r,_brown_r,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,,,,,_blue_,,_blue_,_pink_,_brownDark_r,_blueDark_r,,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blue_
-1800,,,_blue_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,,,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,_blueDark_g,_blueDark_r,_blue_,_brown_r,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,,,,,_blue_,,_blue_,_blueDark_r,_blueDark_r,_brown_r,,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blueDark_r
-1740,,,_blue_,_pink_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,,,_blueDark_g,_brownDark_r,_brownDark_r,_brownDark_r,_brownDark_g,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,,,,,_blue_,,_blue_,_blue_,_blue_,_blueDark_r,,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_
-1680,,,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blue_,,,_blue_,_blue_,_brownDark_r,_blueDark_r,_blueDark_g,_pink_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,,,,,_blueDark_r,,_blueDark_r,_pink_,_blue_,_blueDark_r,,_blueDark_r,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_
-1620,,,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,,,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_brownDark_r,,,_blueDark_g,_blue_,_blue_,,_blueDark_r,_blue_,_brownDark_r,_blue_,,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_
-1560,,,_blue_,_brownDark_r,_blue_,_blue_,_brown_r,_brownDark_r,_blue_,,,_blue_,_blue_,_brownDark_r,_blueDark_r,_brownDark_g,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,_blueDark_r,_blueDark_r,_pink_,_blueDark_g,_blue_,_blueDark_r,,_blue_,_blue_,_blueDark_r,_blue_,,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blueDark_r
-1500,,,_blueDark_r,_blue_,_blue_,_blue_,_brownDark_r,_brownDark_r,_blue_,,,_blue_,_blue_,_brownDark_r,_blueDark_r,_brownDark_g,_blue_,_brown_r,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,_brownDark_r,_blueDark_r,_pink_,_brown_g,_brownDark_r,,_blueDark_r,_blueDark_g,_blue_,_blue_,,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_g
-1440,,,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blue_,,,_blue_,_blue_,_brownDark_r,_brown_r,_blue_,_blue_,_blue_,_blueDark_r,_brownDark_r,_blue_,_brown_r,_blueDark_r,_blue_,_blue_,_blueDark_g,_brown_g,_blueDark_r,,_brownDark_r,_blue_,_brownDark_r,_blue_,,_blueDark_r,_brownDark_r,_blue_,_blue_,_pink_,_blue_
-1380,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,,,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,_brownDark_r,_brownDark_r,_blue_,_blueDark_r,_pink_,_pink_,_pinkDark_,,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_brownDark_r
-1320,,,_blueDark_r,_pink_,_blue_,_blueDark_g,_brownDark_r,_blue_,_blue_,,,_blue_,_blueDark_r,_brownDark_r,_blue_,_brown_g,_blueDark_r,_brownDark_r,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_brownDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blue_,,_pink_,_blue_,_blueDark_r,_pinkDark_,_brownDark_r,_blue_,_pink_,_blue_,_blue_,_blue_,_blue_
-1260,,,_blue_,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blue_,_brownDark_r,,,_blueDark_r,_pink_,_blueDark_r,_blue_,_pink_,_blueDark_r,_pink_,_blue_,_blue_,_blue_,_pink_,_brownDark_r,_blue_,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,,_pink_,_blue_,_blueDark_r,_pink_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_pink_,_blue_
-1200,,,_blueDark_r,_blue_,_blueDark_r,_blue_,_brownDark_r,_pink_,_blue_,,,_blueDark_r,_blue_,_blue_,_blueDark_r,,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_blue_,_brownDark_r,_blue_,_pink_,_pink_,_blueDark_r,_blueDark_r,,_brownDark_r,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_pink_
-1140,,,_blue_,,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,,,_blue_,_pink_,_blue_,_blue_,_pink_,_brownDark_r,_blueDark_r,_blue_,_blueDark_g,_blue_,_blueDark_r,_blueDark_r,_blue_,_pink_,_pink_,_blue_,_blue_,,_brown_r,_blueDark_r,_pink_,_brownDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_pinkDark_,_blue_,_pink_,_blueDark_r
-1080,,,_brownDark_r,,_blue_,_pink_,_blue_,_brownDark_r,_blue_,,,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_pink_,_blueDark_r,_pink_,_brown_r,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_pink_,_blueDark_r,_blue_,_blue_,,_blueDark_g,_blue_,_blue_,_brownDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_brownDark_r,_blue_,_pink_,_blueDark_g
-1020,,,_pink_,_pink_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_blueDark_r,_pink_,_brown_r,_brownDark_r,_brownDark_r,_blueDark_r,_blue_,_pink_,_blueDark_r,_pink_,_blue_,,_brownDark_g,_blue_,_blue_,_brownDark_r,_brown_r,_brownDark_r,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_
-960,,,_blue_,,_blue_,_blue_,_blue_,_blueDark_r,_blue_,,_brownDark_r,_blue_,_blue_,_blue_,_pinkDark_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_brownDark_g,_blue_,_blueDark_r,_blue_,,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_blueDark_r,_brownDark_r,_pink_,_blue_,_brownDark_r,_blue_
-900,,,_blueDark_r,,_brownDark_r,_blue_,_blueDark_g,_blueDark_r,_blue_,,_brownDark_r,_blue_,_blue_,_pink_,_blue_,_pinkDark_,_pink_,_brownDark_r,_pink_,_blueDark_g,_blueDark_r,_blue_,_blue_,_pink_,_pink_,_blue_,_blue_,_blue_,,_pink_,_brownDark_r,_brownDark_r,_brownDark_r,_brownDark_r,_brownDark_r,_blue_,_brownDark_r,_blue_,_brownDark_r,_blueDark_r
-840,,,,_pink_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,,_blue_,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_brownDark_r,_brownDark_r,_brownDark_r,_blue_,_blueDark_g,_blue_,_blue_,_blue_,_blueDark_r,_pink_,_blue_,_brownDark_r,_blue_,,_pink_,_brownDark_r,_brownDark_r,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_,_blue_,_blue_,_blue_
-780,,,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_blue_,_brown_r,,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_pink_,_blue_,_pink_,_brown_r,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_blueDark_g,,_pink_,_brownDark_r,_brownDark_r,_blueDark_r,_blueDark_r,_pink_,_blue_,_pink_,_blue_,_pink_,_blue_
-720,,,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_brownDark_r,_brown_r,,_blue_,_blueDark_r,_brownDark_r,,_blueDark_r,_blue_,_brownDark_g,_brownDark_r,_pink_,_blueDark_r,_blue_,_pink_,_pink_,_brownDark_r,_blueDark_r,_blue_,_blueDark_g,_blue_,,_blueDark_r,_blue_,_blue_,_brownDark_r,_brown_r,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_pink_
-660,,,_brownDark_r,_pink_,_blueDark_g,_pink_,_blue_,_blue_,_blue_,,_blueDark_r,_pink_,_blue_,,_blueDark_r,_blue_,_brownDark_g,_brownDark_r,_pink_,_blueDark_r,_blueDark_r,_pink_,_pink_,_blueDark_r,_pink_,_pink_,_pink_,_blueDark_r,,_blueDark_r,_brownDark_r,_blue_,_blueDark_g,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_pinkDark_,_blue_
-600,,,_blue_,_pink_,_blue_,_blueDark_g,_blue_,_blueDark_r,_blue_,,_pink_,_blue_,_blue_,,_brownDark_r,_blue_,_brownDark_g,_brownDark_r,_pink_,_blueDark_r,_blue_,_blue_,_brownDark_r,_pink_,_blue_,_blue_,_pink_,_blue_,,_pink_,_brownDark_r,_blue_,_brownDark_r,_blueDark_r,_pink_,_blueDark_r,_pink_,_blue_,_blue_,_pink_
-540,,,_brownDark_r,_pink_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,,_blue_,_blueDark_g,_pink_,,_brownDark_r,,_blueDark_r,_blue_,_brownDark_r,_pink_,_brownDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_brownDark_r,_pink_,_blue_,,_brown_g,_pink_,_brownDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r,_pink_,_blue_,_blueDark_r,_blueDark_r
-480,,,_pink_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_pinkDark_,,_blue_,_brownDark_r,_pink_,_pink_,_brownDark_r,_pink_,_brownDark_r,_brownDark_r,_brownDark_r,_pinkDark_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_pink_,_pink_,_pink_,_blueDark_r,_pink_,_blue_
-420,,,_blue_,_brownDark_r,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_g,_brown_r,_pink_,_blueDark_r,_pink_,_pink_,_pink_,_pink_,_brownDark_r,_pink_,_brownDark_r,_brownDark_r,_brownDark_r,_pink_,_pink_,_blue_,_brownDark_r,_blueDark_g,_brownDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_pink_,_brownDark_r,_blue_,_pink_,_blueDark_g,_blue_,_pink_,_blueDark_r
-360,_pink_,,_blue_,_pink_,_blue_,_pink_,_brownDark_r,_pink_,_blue_,_blueDark_r,_blue_,_blueDark_r,_pink_,_blue_,_blue_,_blueDark_r,_pink_,_blue_,_blue_,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_pink_,_pink_,_blueDark_g,_blueDark_r,,_pink_,_blue_,_pink_,_blue_,_blueDark_r,_brownDark_r,_pink_,_blueDark_r,_blue_,_blue_,_blue_,_blue_
-300,_pink_,,_pink_,_brownDark_r,_blue_,_blue_,_blue_,_pink_,_blue_,_pink_,_blueDark_r,_pink_,_pinkDark_,_blue_,_brownDark_g,_pink_,_blueDark_r,_blue_,_blue_,_pink_,_brownDark_r,_pink_,_brownDark_r,_pinkDark_,_blueDark_g,_blueDark_r,_brownDark_r,_pink_,_blue_,_brownDark_r,_brownDark_r,_pinkDark_,_pink_,_blueDark_r,_blueDark_g,_pink_,_blueDark_g,_blue_,_blueDark_r,_blue_
-240,_brownDark_r,,_brownDark_r,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,_pink_,_blueDark_r,_brownDark_r,_pink_,,_brown_r,_pink_,_pink_,_pink_,_pink_,_blue_,_pink_,_blueDark_r,_blueDark_r,_pink_,_blue_,_pink_,,_brownDark_r,_pink_,_pink_,_blueDark_r,_blueDark_r,_brownDark_r,_pink_,_blue_,_pinkDark_,_brownDark_r,_blueDark_r,_blue_
-180,_pink_,_brownDark_g,_brownDark_r,_pink_,_brownDark_r,,_blueDark_r,_blue_,_blueDark_r,_blue_,_blueDark_r,_pink_,_blue_,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,_pink_,_blue_,_brownDark_r,_blueDark_g,_blueDark_r,_brownDark_r,_brownDark_r,_blue_,_blueDark_r,_pinkDark_,_pink_,_blue_,_brownDark_r,_blueDark_r,_blue_,_pink_,_pink_,_pink_,_pinkDark_,_brownDark_r,_blueDark_r,_blueDark_g
-120,_pink_,_brownDark_g,_pink_,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_pinkDark_,_pink_,_pink_,_pink_,_pink_,_blueDark_r,_pink_,_blue_,_blue_,_pink_,_blue_,_pink_,_pinkDark_,_pinkDark_,_brownDark_r,,_brownDark_r,_blue_,_pink_,_brownDark_r,_blue_,_brown_r,_pink_,_blue_,_pink_,_blue_,_blueDark_g,_blue_
-60,_brownDark_r,_pink_,_blue_,_blue_,_pink_,_brownDark_r,_brownDark_r,_blue_,_blue_,_blue_,_brownDark_r,_pink_,_pinkDark_,_pink_,_pink_,_brownDark_r,_brownDark_r,_pink_,_pinkDark_,_pinkDark_,_brownDark_r,_pink_,_blueDark_g,_brownDark_r,_pinkDark_,_pink_,_brownDark_r,_pink_,_pink_,_blueDark_r,_brownDark_r,_blue_,_blue_,_blue_,_pink_,_blueDark_r,_pink_,_blueDark_r,_brownDark_r,_brownDark_r
0,_brownDark_r,_brownDark_r,_pink_,_pinkDark_,_blueDark_g,_brownDark_r,_pink_,_blue_,,_blue_,_pink_,_pink_,_blue_,_pink_,_pink_,_blue_,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,_brownDark_r,_blueDark_g,_blueDark_g,_pinkDark_,_pink_,_brownDark_r,_pink_,_pink_,_brownDark_r,_blueDark_r,_pinkDark_,_blueDark_r,_blue_,_pink_,_blueDark_r,_pink_,_pink_,_brownDark_r,_brownDark_r,_blueDark_r
60,_pink_,_blueDark_g,_brownDark_r,_blueDark_g,_blueDark_g,_brownDark_r,_pink_,_brownDark_r,,_pink_,_pink_,_pink_,_pinkDark_,_pink_,_pink_,_blue_,_pinkDark_,_pink_,_pink_,_pinkDark_,_pink_,_pink_,_blueDark_r,_pink_,_pink_,_brownDark_r,_brownDark_r,_pinkDark_,_brownDark_r,_blueDark_r,_brownDark_r,_blue_,_blue_,_blueDark_g,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_
120,_pinkDark_,_pink_,_brownDark_r,_pink_,_blue_,_brown_r,_brownDark_r,_pinkDark_,,_pink_,_blue_,_brown_r,_pink_,_pinkDark_,_blue_,_pink_,_brownDark_r,_pink_,_brownDark_r,_pink_,_pink_,_pink_,_pinkDark_,_pinkDark_,_brownDark_r,_brownDark_r,_blueDark_g,_pink_,_brownDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_blue_,_blue_,_blueDark_r,_pink_,_brownDark_r,_blue_,_pink_,_pink_
180,_pink_,_pinkDark_,,,,_blue_,_pink_,_pinkDark_,_pink_,_pink_,_brownDark_g,_pink_,_pink_,_pinkDark_,_pinkDark_,,_pinkDark_,_brownDark_r,_blueDark_r,_pink_,_pinkDark_,_pink_,_brown_r,_pinkDark_,_blueDark_g,_brownDark_r,_blueDark_r,,_pink_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blueDark_g,_pink_,_brownDark_r,_brownDark_r,_brownDark_r,_pink_,_blue_
240,_pink_,_blue_,_pink_,_pink_,,_blue_,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_pink_,_pinkDark_,_pinkDark_,_blueDark_r,,_pink_,_blueDark_r,_pinkDark_,_pinkDark_,_pink_,,_pink_,_blueDark_r,_pink_,_pink_,,_pinkDark_,_pink_,_blueDark_r,_blue_,_pink_,_pink_,_blue_,_blueDark_r,_brownDark_r,_pink_,_blue_,_brownDark_r,_brown_r
300,_pinkDark_,_brownDark_r,_brownDark_r,_blue_,,_blue_,_pink_,_pink_,_pink_,_pink_,_pinkDark_,_pinkDark_,,,_pinkDark_,,_pink_,_blue_,_blue_,_pink_,_blueDark_g,,_pink_,_pink_,_brownDark_r,_pink_,_blueDark_r,_blueDark_r,_blueDark_r,_brownDark_r,_pink_,_blue_,_blueDark_r,_blue_,_pink_,_pink_,_pinkDark_,_blueDark_r,,_pinkDark_
360,_blue_,_pinkDark_,_blueDark_r,_blue_,,_brownDark_r,_pinkDark_,_pink_,_pink_,_brownDark_r,_blueDark_r,_pinkDark_,_blue_,,_pink_,,_pinkDark_,_pink_,_blue_,_pinkDark_,_pink_,,_pink_,_pinkDark_,_brownDark_r,_blue_,_brownDark_r,,_blueDark_r,_brown_r,_pinkDark_,_pinkDark_,_blue_,_pink_,_blue_,_pink_,_pink_,_blue_,_pink_,_blueDark_r
420,_brownDark_r,_pink_,_pinkDark_,_blue_,,_blue_,_pink_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_pink_,,_pinkDark_,,_pinkDark_,_pink_,_blue_,_blueDark_g,_blue_,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,_blueDark_r,_blueDark_r,,_blue_,_pinkDark_,_brownDark_r,_pink_,_brownDark_g,_blueDark_g,_blueDark_g,_pinkDark_,_pink_,_blueDark_r,,_blue_
480,_pinkDark_,_pink_,_blueDark_g,_blue_,,_pink_,_blueDark_g,_pink_,_pink_,_pink_,_blue_,_brown_r,_pink_,,_brownDark_r,,_pink_,_brownDark_r,,_pink_,_pinkDark_,_pinkDark_,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_pink_,_pink_,_pinkDark_,_blueDark_r,_pink_,_pink_,_blue_,_pinkDark_,_pinkDark_,,_blue_,,
540,_pinkDark_,_pinkDark_,_pink_,_pink_,,_blue_,_blue_,_brownDark_r,_pink_,_blueDark_r,_pink_,_brown_g,_pinkDark_,,_brownDark_r,,,_pink_,,_blueDark_r,_pink_,_pinkDark_,_pinkDark_,_pink_,_brownDark_r,_blueDark_r,_pink_,,,_blueDark_r,_pink_,_brownDark_r,_blue_,_blue_,_pink_,_pinkDark_,_pink_,_blue_,,_pink_
600,_pinkDark_,_pinkDark_,_blue_,_blue_,,_blue_,_pinkDark_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,,,_pink_,,,_blue_,_blueDark_r,_pink_,_pink_,_pink_,_pinkDark_,_blueDark_r,_blue_,_pinkDark_,_blueDark_g,,,_pinkDark_,_pink_,_brownDark_r,_blueDark_g,_pink_,_blueDark_g,_pinkDark_,_blueDark_r,_blue_,,_blueDark_r
660,_pinkDark_,_pinkDark_,_blue_,_blueDark_g,,_blueDark_r,_blueDark_r,_pink_,_pinkDark_,,_pink_,,,,_pink_,,,_pink_,,_pinkDark_,_brownDark_r,_pink_,_blue_,_pinkDark_,_blueDark_r,_blue_,_blue_,,,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,_pink_,_blue_,,_pink_
720,_blueDark_g,_pinkDark_,_pink_,_blue_,,_blue_,_brownDark_g,_pink_,_pink_,,_blue_,_pinkDark_,,,,,,_pinkDark_,,_pink_,_blueDark_r,_pink_,_blue_,_pinkDark_,_brownDark_r,,_pinkDark_,,,_pink_,_blueDark_r,_pinkDark_,_brownDark_r,,,_pinkDark_,_blue_,_blue_,,_pink_
780,_pinkDark_,_pink_,_blue_,,,_blue_,_pinkDark_,_brownDark_r,_blue_,,_blueDark_r,_blue_,,,,,,_brownDark_g,,_pink_,_pink_,_blueDark_g,_brownDark_r,_blueDark_r,_brownDark_r,_pink_,_pink_,,,_blueDark_r,_pink_,_blueDark_r,_blueDark_g,,_pinkDark_,_brownDark_r,_blue_,_pink_,,_pink_
840,_brown_r,_pinkDark_,_brown_r,_pinkDark_,,_blue_,_pink_,_pinkDark_,_pink_,,_pink_,_pink_,,,,,,_pinkDark_,,_blueDark_r,,_brownDark_g,_brownDark_r,_blueDark_r,_pinkDark_,_blue_,_blue_,,_pink_,_brownDark_r,_pink_,_blue_,_blueDark_g,,_blueDark_g,_pinkDark_,_pinkDark_,_blueDark_g,,
900,_pinkDark_,_blueDark_r,_blue_,_pink_,,_pink_,_brownDark_r,_pink_,_brown_r,,_blue_,_blueDark_r,,,,,,_pink_,,_blueDark_g,_pinkDark_,_pinkDark_,,_pinkDark_,_pinkDark_,,_blueDark_r,,_pink_,_brown_r,_blue_,_pink_,_blue_,,_blue_,_blueDark_r,_pink_,_blue_,,
960,_pink_,_pink_,_pink_,_pinkDark_,,,_pink_,_brownDark_r,_brownDark_g,,_pinkDark_,_brownDark_r,,,,,,_pinkDark_,,_blueDark_r,,_blueDark_r,_pink_,_pinkDark_,_pink_,,_pink_,,_blue_,_pinkDark_,_blueDark_r,,,_pinkDark_,_blue_,_blue_,_blueDark_r,_blue_,,
1020,_brownDark_g,_pinkDark_,_blueDark_g,_pinkDark_,,,_pinkDark_,_pink_,_brownDark_g,,_blue_,_pink_,,,,,,_pinkDark_,,_pinkDark_,,_blue_,_pinkDark_,_blue_,_pink_,,_pink_,,_pink_,_pinkDark_,_pink_,_blue_,_pinkDark_,_pinkDark_,,_pink_,_pinkDark_,_blue_,,_pink_
1080,_pinkDark_,_blueDark_r,_pink_,,,,_brownDark_r,_pinkDark_,_pinkDark_,,_blueDark_g,_pinkDark_,,,,,,_pinkDark_,,_pink_,,_pink_,_pinkDark_,_blue_,_brownDark_r,,_blueDark_r,,_blue_,_pink_,_brownDark_r,,_pinkDark_,_pinkDark_,_pink_,_blueDark_g,_blue_,_blue_,,_pinkDark_
1140,_blueDark_r,_pinkDark_,_pinkDark_,_pink_,,,_pink_,_pinkDark_,_pink_,,_pink_,_pinkDark_,,,,,,_brown_r,,_brownDark_r,,_brownDark_g,_pink_,_pink_,,,,,_pinkDark_,_brownDark_r,_pinkDark_,_blueDark_r,_blueDark_g,_pinkDark_,_pinkDark_,_blue_,_blue_,_blueDark_g,,_pink_
1200,_pink_,_blueDark_r,_pink_,_pinkDark_,,,_pinkDark_,_pinkDark_,_brownDark_r,,_pinkDark_,_blue_,,,,,,_pink_,,_pink_,,_blue_,_blue_,_blueDark_r,,,,,_pink_,_pink_,_brownDark_r,_pinkDark_,_pink_,_pink_,,,_blueDark_g,_blue_,,
1260,_pinkDark_,_brown_r,_blueDark_r,_blueDark_r,,,,_pinkDark_,_pinkDark_,,_brownDark_r,_blue_,,,,,,_pink_,,_brownDark_r,,_pink_,_blueDark_r,,,,_pinkDark_,,_brownDark_r,_pink_,_pinkDark_,_pinkDark_,_blueDark_r,_pink_,,,_blueDark_r,_blueDark_r,,_pink_
1320,_pinkDark_,_pinkDark_,,_blue_,,,_pinkDark_,_pink_,_brownDark_r,,_blue_,_pink_,,,,,,_pinkDark_,,_blueDark_r,,_blueDark_r,_blue_,,,,_pink_,,_pinkDark_,_brownDark_g,_pinkDark_,_blue_,,_pink_,,,_pink_,_pink_,,_pink_
1380,_pinkDark_,_pink_,_pinkDark_,_blue_,,,_blue_,_pinkDark_,,,_pink_,,,,,,,_pinkDark_,,_pink_,,_blue_,_blueDark_r,_blue_,,,_pinkDark_,,_pinkDark_,_pinkDark_,_pinkDark_,,_brownDark_r,_blue_,,,_blue_,_blue_,,
1440,_pinkDark_,_pinkDark_,_blue_,_blue_,,,_blue_,_pink_,,,_pinkDark_,,,,,,,,,_blueDark_g,,_blue_,_blue_,_blue_,,,_pink_,,_pinkDark_,,_pinkDark_,,_pinkDark_,_brownDark_r,,,_brownDark_r,_pink_,,
1500,_blueDark_r,_pinkDark_,_blueDark_g,,,,_pink_,_pinkDark_,,,_pinkDark_,,,,,,,,,_pink_,,_brownDark_r,_pink_,,,,_blue_,,_pinkDark_,_pinkDark_,_pinkDark_,,,_pinkDark_,,,_blueDark_r,_pink_,,
1560,_brown_r,_pinkDark_,_pinkDark_,,,,_blue_,_pinkDark_,,,_pink_,,,,,,,,,_blue_,,_blue_,,,,,_pinkDark_,,_pink_,,_brown_r,,_blue_,,,,_pink_,_pinkDark_,,
1620,_pink_,_pinkDark_,_pinkDark_,,,,,_pinkDark_,,,_pinkDark_,,,,,,,,,_brown_r,,_blue_,_pink_,,,,_brown_r,,_pinkDark_,_pinkDark_,_pinkDark_,,,,,,_blue_,_pinkDark_,,
1680,_pinkDark_,_blue_,_pinkDark_,,,,_pink_,_pinkDark_,,,_pinkDark_,,,,,,,,,_pinkDark_,,_pink_,_brownDark_g,,,,,,_brownDark_r,_pinkDark_,_pinkDark_,,,,,,,_blueDark_r,,
1740,_pinkDark_,_pinkDark_,_blueDark_g,,,,_pink_,_pinkDark_,,,_pink_,,,,,,,,,_blue_,,_pinkDark_,_pinkDark_,,,,_pink_,,_brownDark_r,_pinkDark_,_pinkDark_,,,,,,,_blue_,,
1800,_brown_r,_pink_,_pinkDark_,,,,_pinkDark_,_pink_,,,,,,,,,,,,_blueDark_r,,_pinkDark_,_blue_,,,,_brownDark_r,,_pinkDark_,_pinkDark_,_pink_,,,,,,,_blueDark_r,,
1860,_pinkDark_,_pinkDark_,,,,,,_pink_,,,,,,,,,,,,_blue_,,_pinkDark_,_pink_,,,,_pink_,,_pinkDark_,_pink_,,,,,,,,_blue_,,
1920,_blueDark_r,_pinkDark_,_blue_,,,,,,,,,,,,,,,,,_brownDark_r,,_pinkDark_,,,,,_pink_,,_pink_,_brownDark_r,_pink_,,,,,,,_blueDark_r,,
1980,anaphase,anaphase,_blue_,,,,,,,,,,,,,,,,,_pink_,,_blue_,,,,,_pinkDark_,,_pinkDark_,_pinkDark_,_brownDark_r,,,,,,,_blue_,,
2040,,,_blue_,,,,,,,,,,,,,,,,,_pink_,,,,,,,_pinkDark_,,,,_pinkDark_,,,,,,,_blue_,,
2100,,,_blue_,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,_pink_,,,,_brownDark_r,,,,,,,_blue_,,
2160,,,,,,,,,,,,,,,,,,,,_pink_,,,,,,,_pink_,,,,_pinkDark_,,,,,,,_blue_,,
