time to NEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-7500,,,,,,,,,,,,,,,,,,_blue_,,,,,,_blueDark_r,_blueDark_r,,,,,,,,,,_brownDark_r,,,,,,,,,,,,,,,,,,,,,
-7440,,,,,,,,,,,,,,,,,,_blue_,,,,,,_brownDark_r,_blueDark_r,,,,,,,,,,_blue_,,,,,,,,,,,,,,,,,,,,,
-7380,,,,,,,,,,,,,,,,,,_blue_,,,,,,_brownDark_r,_blueDark_r,,,,,,,,,,_blue_,,,,,,,,,,,,,,,,,,,,,
-7320,,,,,,,,,,_blue_,,,,,,,,_blue_,,,,,,_brownDark_r,_blueDark_r,,,,,,,,,,_blueDark_r,,,,,,,,,,,,,,,,,,,,,
-7260,,,,,,,,,,_blue_,,,,,,,,_brownDark_r,,,,,,_brownDark_r,_brownDark_r,,,,,,,,,,_blue_,,,,,,,,,,,,,,,,,,,,,
-7200,,,_brownDark_r,,,,,,,_blueDark_r,,,,,,,,_blue_,,,,,,_blueDark_r,_blueDark_r,,,,,,,,,,_blue_,,,,,,,,,,,,,,,,,,,,,
-7140,,,_blue_,,,,,,,_blueDark_g,,,,,,,,_blue_,,,,,,_blueDark_r,_blue_,,,,,,,,,,_blue_,,,,,,,,,,,,,,,,,,,,,
-7080,,,_brown_r,,,,,,,_blue_,,,,,,,,_blueDark_r,,,,,,_blue_,_blue_,,,,,,,,,,_blue_,,,,,,,,,,,,,,,,,,,,,
-7020,,,_blue_,,,,,,,_blue_,,,,,,,,_blue_,,,,,,_pink_,_blue_,,,,,,,,,,_blueDark_r,,,,,,,,,,,,,,,,,,,,,
-6960,,,_blue_,,,,,,,_blue_,,,,,,,,_blue_,,,,,,_brownDark_r,_blue_,,,,,,,,_blue_,,_blue_,,,,,,,,,,,,,,,,,,,,,
-6900,,,_blueDark_g,,,,,,,_blue_,_blueDark_r,,,,,,,_blueDark_r,,,,,,_blue_,_blue_,,,,,,,,_blue_,,_blue_,,,,,,,,,,,,,,,,,,,,,
-6840,,,_blue_,,,,,,,_blue_,_brown_r,,,,,,,_blue_,,,,,,_blueDark_r,_blueDark_r,,,,,,_blue_,_pink_,_pink_,,_pink_,,,,,,,,,,,,,,,,,,,,,
-6780,,,_blue_,,,,,,,_blue_,_brownDark_r,,,,,,,_blueDark_r,,,,,,_brown_r,_blue_,,,,,,_blue_,_blue_,_blue_,,_blue_,,,,,,,,,,,,,,,,,,,,,
-6720,,,_brown_r,,,,,,,_blue_,_blueDark_r,,,,,,,_blueDark_r,,,,,,_brownDark_r,_blue_,,,,,,_blue_,_blue_,_blue_,,_blueDark_r,,,,,,,,,,,,,,,,,,,,,
-6660,,,_blue_,,,,,,,_blue_,_brown_r,,,,,,,_blueDark_r,,,,,,_blueDark_r,_blue_,,,,,,_blue_,_blue_,_blue_,,_blue_,,,,,,,,,,,,,,,,,,,,,
-6600,,,_blue_,,,,,,,_blue_,_brown_r,,,,,,,_blueDark_r,,,,,,_blueDark_r,_blue_,,,,,,_blue_,_blue_,_blue_,,_pink_,,,,,,,,,,,,,,,,,,,,,
-6480,_blue_,,_blue_,,,,,,,_blue_,_brownDark_r,,,,,,,_blue_,,,,,,_blueDark_r,_blue_,,,,,,_blue_,_blue_,_pinkDark_,,_blue_,,,,,,,,,,,,,,,,,,,,,
-6420,_blue_,,_blue_,,,,,,,_blue_,_blue_,,,,,,,_blueDark_r,,,,,,_blue_,_blueDark_r,,,,,,_blue_,_blue_,_blue_,,_blue_,,,,,,,,,,,,,,,,,,,,,
-6360,_blue_,,_blue_,,,,,,,_blue_,_brown_r,,,,,,,_blue_,,,,,,_brownDark_r,_blueDark_r,,,,,,_blue_,_blue_,_pink_,,_blueDark_r,,,,,,,,,,,,,,,,,,,,,
-6300,_blue_,,_blue_,,,,,,,_blue_,_brownDark_r,,,,,,,_blue_,,,,,,_blueDark_r,_blueDark_r,,,,,,_brownDark_r,_blue_,_blue_,,_blueDark_r,,,,,,,,,,,,,,,,,,,,,_blueDark_r
-6240,_blue_,,_blueDark_r,,,,,,,_blue_,_blueDark_r,,,,,,,_blue_,,,,,,_brownDark_r,_blue_,,,,,,_blue_,_brownDark_g,_blue_,,_blue_,,,,,,,,,,,,,,,,,,,,,_pink_
-6180,_blue_,,_blue_,_blue_,_blue_,,,,,_blue_,_blue_,,,,,,,_brown_r,,,,,,_blueDark_r,_blueDark_r,,,,,,_pink_,_blue_,_blue_,,_blue_,,,,,,,,,,,,,,,,,,,,,_pink_
-6120,_blue_,,_blue_,_blue_,_blue_,,,,,_blue_,_blue_,,,,,,,_brownDark_r,,,,,,_brownDark_r,_blueDark_r,,,,,,_blue_,_brownDark_g,_blue_,,_blue_,,,,,,,,,,,,,,,,,,,,,_blue_
-6060,_blue_,,_blue_,_blueDark_r,_blue_,,_blue_,,,_blue_,_blueDark_r,,,,,,,_blueDark_r,,,,,,_blueDark_r,_blue_,,,,,,_blue_,_brownDark_g,_blue_,,_blue_,,,,,,,,,,,,,,,,,,,,,_blue_
-6000,_blue_,,_blue_,_blueDark_r,_pink_,,_blue_,,,_blue_,_blueDark_r,,,,,,,_blueDark_r,,,,,,_pink_,_blue_,,,,,,_blue_,_brownDark_g,_blue_,,_blueDark_r,,,,,,,,,,,,,,,,,,,,,_blueDark_r
-5940,_blue_,,_blue_,_blueDark_r,_blue_,,_blueDark_r,,,_blue_,_blue_,,,,,,,_blue_,,,,,,_pink_,_blue_,,,,,,_blue_,_brown_g,_blue_,,_blueDark_g,,,,,,,,,,,,,,,,,,,,,_blueDark_r
-5880,_blue_,,_blue_,_blue_,_blue_,,_blue_,,,_blue_,_blue_,,,,,,,_blue_,,,,,,_blue_,_blue_,,,,,,_blueDark_r,_brown_g,_pink_,,_blue_,,,,,,,,,,,,,,,,,,,,,_blueDark_r
-5820,_blue_,,_blue_,_blueDark_r,_blue_,,_blue_,,,_blue_,_blueDark_r,,,,,,,_blue_,,,,,,_blue_,_blue_,,,,,,_blueDark_r,_brownDark_g,_blue_,,_blueDark_g,,,,,,,,,,,,,,,,,,,,,_blueDark_r
-5760,_blue_,,_blue_,_blueDark_r,_blue_,,_blue_,,,_blue_,_blueDark_r,,,,,,,_brownDark_r,,,,,,_blue_,_blue_,,,,,,_brownDark_r,_blueDark_g,_blue_,,_blue_,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_brownDark_r
-5700,_blue_,,_blueDark_g,_blueDark_r,_blueDark_r,,_blue_,,,_blue_,_blueDark_r,,,,,,,_brownDark_r,,,,,,_blue_,_blue_,,,,,,_brownDark_r,_blue_,_blueDark_r,,_blue_,,,,,,,,,,,,,,,,,,,_blueDark_r,_blue_,_brownDark_r
-5640,_blue_,,_blueDark_r,_blue_,_blue_,,_blueDark_r,,,_blue_,_brownDark_r,,,,,,,_brownDark_r,,,,,,_blue_,_blue_,,,,,,_blueDark_r,_blueDark_g,_blue_,,_blue_,,,,,,,,,,,,,,,,,,,_brown_r,_blue_,_blueDark_r
-5580,_blue_,,_blue_,_blue_,_brown_r,,_blueDark_r,,,_blue_,_brown_r,,,,,,,_brownDark_r,,,,,,_blue_,_brown_r,,,,,,_blueDark_r,_blue_,_blue_,,_blue_,,,,,,,,,,,,,,,,,,,_blueDark_r,_blue_,_brownDark_r
-5520,_blue_,,_blue_,_blue_,_brown_r,,_brownDark_r,,,_blue_,_brown_r,,,,,,,_pink_,,,,,,_blue_,_blue_,,,,,,_blue_,_blue_,_blue_,_blue_,_brownDark_r,,,,,,,,,,,,,,,,,,,_blueDark_r,_blue_,_blue_
-5460,_blue_,,_blueDark_r,_blue_,_brownDark_r,,_blueDark_r,,,_blue_,_blueDark_r,,,,,,,_brownDark_r,,,,,,_blue_,_blue_,,,,,,_blue_,_pink_,_blue_,_blue_,_brownDark_r,,,,,,,,,,,,,,,,,,,_blue_,_brownDark_r,_blueDark_r
-5400,_blue_,,_blueDark_r,_blue_,_blue_,,_brown_r,,,_blue_,_blue_,,,,,,,_blue_,,,,,,_blue_,_blue_,,,,,,_blue_,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,,,,,,,,,,,,,,,,,,,_blueDark_r,_blueDark_r,_blueDark_r
-5340,_blue_,,_blueDark_r,_blue_,_blueDark_r,,_blue_,,,_blue_,_brownDark_r,,,,,,,_blue_,,,,,,_blue_,_blue_,,,,,,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_r,,,,,,,,,,,,,,,,,,,_blueDark_r,_blueDark_r,_blue_
-5280,_blue_,,_blueDark_r,_blue_,_blue_,,_blue_,,,_blue_,_blue_,,,,,,,_blueDark_r,,,,,,_blue_,_blue_,,,,,,_blue_,_blue_,_blueDark_r,_blueDark_r,_pink_,,,,,,,,,,,,,,,,,,,_brownDark_r,_blue_,_brown_r
-5220,_blue_,,_brownDark_r,_blueDark_r,_blue_,,_brownDark_r,,,_blue_,_blue_,,,,,,,_brown_r,,,,,,_blue_,_brownDark_r,,,,,,_blue_,_blue_,_blue_,_blue_,_brownDark_r,,,,,,,,,,,,,,,,,,,_blueDark_r,_blue_,_blueDark_r
-5160,_blue_,,_blueDark_r,_blueDark_r,_brown_r,,_brown_r,,,_blue_,_blue_,,,,,,,_brown_r,,,,,,_blue_,_blueDark_r,,,,,,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,,,,,,,,,,,,,,,,,,,_blue_,_blueDark_r,_blue_
-5100,_blue_,,_blueDark_r,_blue_,_brown_r,,_blue_,,,_blue_,_blue_,,,,,,,_blueDark_r,,,,,,_blue_,_blueDark_r,,,,,,,_brown_r,_blue_,_blueDark_r,_blue_,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blueDark_g
-5040,_blue_,,_brownDark_r,_blue_,_brownDark_r,,_brown_r,,,_blue_,_blue_,,,,,,,_brownDark_r,,,,,,_blue_,_blue_,,,,_blueDark_r,,_blue_,_blue_,_pink_,_blueDark_r,_blue_,,,,,,,,,,,,,,,,,_blue_,_pink_,_blue_,_blue_,_blueDark_g
-4980,,,_blue_,_blue_,_blue_,,_blue_,,,_blue_,_brownDark_r,,,,,,,_blueDark_r,,,,,,_blue_,_blueDark_r,,,,_blueDark_r,,_blueDark_r,_blueDark_r,_pink_,_blue_,_blueDark_r,,,,,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blue_,_blue_
-4920,,,_blueDark_r,_blue_,_blueDark_r,,_blueDark_r,,,_blue_,_blueDark_r,,,,,,,_blue_,,,,,,_blue_,_blue_,,,,_blue_,,_blue_,_blue_,_blue_,_blue_,_blue_,,,,,,,,,,,,,,,,,_pink_,_blue_,_blue_,_blue_,_blue_
-4860,,_blue_,_blueDark_r,_blue_,_blueDark_r,,_blue_,,,_blue_,_blue_,,,,,,,_blue_,,,,,,_blue_,_blue_,,,,_blue_,,_blue_,_blue_,_blue_,_blue_,_blue_,,,,,,,,,,,,,,,,,_blueDark_r,_blueDark_g,_blue_,_blue_,_blue_
-4800,_blue_,_blue_,_blue_,_blue_,_blue_,,_blue_,,,_blue_,_blue_,,,,,,,_blue_,,,,,,_blue_,_blue_,,,,_blue_,,_blueDark_g,_blue_,_blueDark_r,_blue_,_blue_,,,,,,,,,,,,,,,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blue_
-4740,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,,_blueDark_r,,,_blue_,_blueDark_r,,,,,,,_blue_,,,,,,_blueDark_r,_blueDark_r,,,,_brown_r,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,,,,,,,,,,,,,,,_blue_,_brownDark_r,_blue_,_brown_r,_blueDark_r,_blue_,_blue_
-4680,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,,_blueDark_r,,,_blue_,_brownDark_r,,,,,,,_brownDark_r,,,,,,_blue_,_blue_,,,,_brown_r,,_blue_,_blue_,_brownDark_r,_blue_,_pink_,,,,,,,,,,,,,,,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blue_
-4620,_blue_,_blueDark_r,_blue_,_blue_,_brown_r,,_blueDark_r,,,_blue_,_blue_,,,,,,,_brown_r,,,,,,_blue_,_blue_,,,,_brown_r,,_brownDark_r,_blue_,_blueDark_r,_blue_,_blue_,,,,,,,,,,,,,,,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_pink_,_blueDark_r,_blueDark_g
-4560,_blue_,_brown_r,_brown_r,_blueDark_r,_brownDark_r,,_brownDark_r,,,_blue_,_blueDark_r,,,,,,,_blue_,,,,,,_blue_,_blue_,,,,_brown_r,,_blueDark_r,_blue_,_blue_,_blue_,_brownDark_r,,,,,,,,,,,,,,,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_
-4500,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,_pink_,,_brown_r,,,_blue_,_blueDark_r,,,,,,,_blue_,,,,,,_blue_,_blue_,,,,_brown_r,,_blue_,_blue_,_blue_,_blue_,_brownDark_r,,,,,,,,,,,,,,,_brownDark_r,_brownDark_r,_blue_,_blueDark_r,_brownDark_r,_blue_,_blue_
-4440,_blue_,_blueDark_r,_brown_r,_blue_,_brownDark_r,,_brown_r,,,_blue_,_blue_,,,,,,,_pink_,,,,,,_blue_,_blue_,,,,_brown_r,,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,,,,,,,,,,,,,,,_blue_,_blue_,_blue_,_brownDark_r,_brownDark_r,_blue_,_pink_
-4380,_blue_,_blueDark_r,_brown_r,_blue_,_blueDark_r,,_brownDark_r,,,_blue_,_blueDark_r,,,,,,,_blue_,,,,,,_brownDark_r,_blue_,,,,_blue_,,_blueDark_r,_blue_,_blueDark_r,_blue_,_blueDark_r,,,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_g
-4320,_blue_,_blue_,_blueDark_r,_blue_,_blue_,,_blue_,,,_blue_,_brown_r,,,,,,,_brown_r,,,,,,_brownDark_r,_blueDark_r,,,,_blue_,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,,,,,,,,,,,,,,,_brownDark_r,_brownDark_r,_blueDark_g,_blue_,_brownDark_r,_blue_,_blueDark_g
-4260,_blue_,_blue_,_brownDark_r,_blue_,_blue_,,_brownDark_r,,,_blue_,_brown_r,,,,,,,_blue_,,,,,,_pink_,_blue_,,,,_blueDark_r,,_blue_,_blue_,_blue_,_blueDark_r,_blue_,,,,,,,,,,,,,,,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_g
-4200,_blue_,_blue_,_brownDark_r,_blue_,_brownDark_r,,_brownDark_r,,,_blue_,_brown_r,,,,,,,_blue_,,,,,,_blueDark_r,_blue_,,,,_blue_,,_blue_,_blue_,_brownDark_r,_blue_,_blue_,,,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_
-4140,_blue_,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,,_brownDark_r,,,_blue_,_blueDark_r,,,,,,,_blue_,,,,,,_brownDark_r,_blueDark_r,,,,_blueDark_g,,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,,,,,,,,,,,,,,,_blue_,_blueDark_r,_blue_,_blue_,_brown_r,_blueDark_r,_blue_
-4080,_blue_,_blueDark_r,_brown_r,_blue_,_blue_,,_blue_,,,_blue_,_blue_,,,,,,,_blue_,,,,,,_brownDark_r,_brownDark_r,,,,_blueDark_r,,_blueDark_r,_brownDark_r,_blue_,_blue_,_blue_,,,,,,,,,,,,,,,_blue_,_blue_,_brownDark_r,_pink_,_brownDark_r,_blue_,_blue_
-4020,_blue_,_brown_r,_brownDark_r,_blue_,_blue_,,_blue_,,,_blue_,_blue_,,,,,,,_brownDark_r,,,,,,_pink_,_blue_,,,,_blueDark_r,,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,,,,,,,,,,,,,,,_blue_,_blueDark_g,_blueDark_r,_blue_,_blue_,_blue_,_blue_
-3960,_blue_,_brown_r,_blueDark_r,_blue_,_blue_,,_blueDark_r,,,_blue_,_blue_,,,,,,,_brown_r,,,,,,_blueDark_r,_blueDark_r,,,,_blue_,,,_brownDark_r,_pink_,_blueDark_r,_blue_,,,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_g
-3900,_blue_,_blue_,_blueDark_r,_brownDark_r,_blue_,,_blueDark_r,,,_blue_,_blue_,,,,,,,_blueDark_r,,,,,,_pink_,_blueDark_r,,,,_blue_,,_blue_,_brownDark_r,_pink_,_blueDark_r,_blue_,,,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r
-3840,_blue_,_blue_,_blueDark_r,_blue_,_blue_,,_blueDark_r,,,_blue_,_blue_,,,,,,,_brownDark_r,,,,,,_pink_,_blueDark_r,,,,_blueDark_r,,_blue_,_pink_,_blue_,_blue_,_blueDark_r,,,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_pink_
-3780,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_brown_r,,_brownDark_r,,,_blue_,_blue_,,,,,,,_brownDark_r,,,,,,_brownDark_r,_brownDark_r,,,,_blueDark_r,,_blue_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,,,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_pink_
-3720,_blue_,_blueDark_r,_blue_,_blue_,_blue_,,_blueDark_r,,,_blue_,_blue_,,,,,,,_brown_r,,,,,,_blue_,_blueDark_r,,,,_blue_,,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,,,,,,,,,,,,,,,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_pink_
-3660,_blue_,_blueDark_r,_brownDark_r,_brown_r,_blue_,,_blueDark_r,,,_blue_,_pink_,,,,,,,_brownDark_r,,,,,,_blueDark_r,_blueDark_r,,,,_blueDark_g,,_blue_,_pink_,_blue_,_pink_,_blueDark_r,,,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_
-3600,_blue_,_blueDark_r,_brownDark_r,_brown_r,_blue_,,_blue_,,,_brownDark_r,_blue_,,,,,,,_brownDark_r,,,_pink_,,,_blue_,_blue_,,,,_blue_,,_blue_,_blueDark_r,_blue_,_brownDark_r,_brownDark_r,,,,,,,,,,,,,,,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_
-3540,_blueDark_r,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,,_blue_,,,_blue_,_blue_,,,,,,,_brown_r,,,_pinkDark_,,,_blue_,_brownDark_r,,,,_blue_,,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,,,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_g
-3480,_blueDark_r,_brownDark_r,_pink_,_blue_,_brown_r,,_blueDark_r,,,_blue_,_blue_,,,,,,,_pink_,,,_pink_,,,_blue_,_blue_,,,,_blue_,,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,,,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blue_
-3420,_blueDark_r,_brownDark_r,_brown_r,_brown_r,_blueDark_r,,_brownDark_r,,,_blue_,_blue_,,,,,,,_brownDark_r,,,_brownDark_r,,,_blue_,_blueDark_r,,,,_blue_,,_blue_,_blueDark_g,_blue_,_blue_,_blueDark_g,,,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_
-3360,_blue_,_blueDark_r,_blue_,_brown_r,_pinkDark_,,_brownDark_r,,,_brownDark_r,_brown_r,,,,,,,_blue_,,,_brown_r,,,_brown_r,_blue_,,,,_blue_,,_blue_,_pink_,_blueDark_r,_blue_,_blueDark_r,,,,,,,,,,,,,_brown_r,_blueDark_g,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_
-3300,_blue_,_brown_r,_blue_,_blue_,_pink_,,_brown_r,,,_blue_,_blueDark_r,,,,,,,_brown_r,,,_brown_r,,,_blue_,_blueDark_r,,,,_blue_,,_blue_,_pink_,_brownDark_r,_blue_,_blue_,,,,,,,,,,,,,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_g
-3240,_blue_,_blueDark_r,_blue_,,_blueDark_r,,_pink_,,,_blue_,_blue_,,,,,,,_blue_,,,_brown_r,,,_brown_r,_blue_,,,,_brown_r,,_blue_,,_brown_g,_blue_,_blue_,,,,,,,,,,,,,_blueDark_r,_blue_,_blueDark_g,_blueDark_g,_blue_,_blue_,_blue_,_blue_,_blueDark_r
-3180,_blue_,_blueDark_r,_blue_,_brown_r,_blueDark_r,,_brownDark_r,,,_blue_,_blue_,,,,,,,_blueDark_r,,,_blueDark_r,,,_brown_r,_blueDark_g,,,,_blueDark_r,,_blue_,_brownDark_r,_blue_,_blueDark_r,_blue_,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_r
-3120,_blue_,_blue_,_blue_,_blue_,_blue_,,_blueDark_r,,,_blue_,_blue_,,,,,,,_blue_,,,_brownDark_r,,,_pink_,_blue_,,,_brownDark_r,_brown_r,,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blueDark_r
-3060,_blue_,_blue_,_blue_,_brownDark_r,_blue_,,_brownDark_r,,,_blue_,_brownDark_r,,,,,,,_blue_,,,_brownDark_r,,,_pink_,_blue_,,,_brownDark_r,_brownDark_r,,_blue_,_blueDark_r,_pink_,_blue_,_blue_,,,,,,,,,,,,,_pink_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_
-3000,_blue_,_blue_,_blue_,_blueDark_r,_blue_,,_pink_,,,_blue_,_blueDark_r,,,,,,,_pinkDark_,,,_blue_,,,_brownDark_r,_blue_,,,_blueDark_r,_brownDark_r,,_blue_,_pink_,_blueDark_r,_blueDark_r,_blueDark_r,,,,,,,,,,,,,_brownDark_r,_blue_,_blue_,_brownDark_r,_blueDark_g,_blueDark_r,_blue_,_blue_,_blue_
-2940,_blue_,_brown_r,_blue_,_brown_r,_blue_,,_blue_,,,_blue_,_blueDark_r,,,,,,,_blue_,,,_brownDark_r,,,_blueDark_r,_blue_,,,_blueDark_g,_brownDark_r,,_blue_,_blue_,_pink_,_blueDark_g,_blue_,,,,,,,,,,,,,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blue_
-2880,_blue_,_blue_,_blue_,_brown_r,_blue_,,_blue_,,,_blue_,_blueDark_r,,,,,,,_blueDark_r,,,_blueDark_r,,,_blue_,_blue_,,,_pink_,_brownDark_r,,_blue_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,,,,,,,,,,,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_r
-2820,_blue_,_blue_,_blue_,_blueDark_r,_blue_,,_blue_,,,_blue_,_blueDark_r,,,,,,,_blue_,,,_blueDark_r,,,_blue_,_blue_,,,_pink_,_pink_,,_blue_,_blue_,_pink_,_pink_,_blue_,,,,,,,,,,,,,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_
-2760,_blue_,_blue_,_blue_,_blueDark_r,_blue_,,_blue_,,,_blue_,_brownDark_r,,,,,,,_blue_,,,_blueDark_r,,,_blue_,_blue_,,,_blueDark_r,_brownDark_r,,_blue_,_blue_,_blueDark_r,_blue_,_blue_,,,,,,,,,,,,,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_g,_blue_,_blueDark_r,_blueDark_r
-2700,_blue_,_blue_,_blue_,_blueDark_r,_pink_,,_blueDark_r,,,_brownDark_r,_blue_,,,,,,,_blue_,,,_blueDark_r,,,_blue_,_blue_,,,_blue_,_brownDark_r,,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,,,,,,,,,,,,,_blue_,_pink_,_blue_,_blue_,_brownDark_r,_blueDark_r,_blueDark_g,_blue_,_blue_
