time to NEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-7980,_blue_,,,,,,,,_pink_,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_
-7920,_blue_,,,,,,,,_brownDark_r,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_
-7860,_blueDark_r,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blueDark_r
-7800,_brownDark_r,,,,,,,,_blueDark_r,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_
-7740,_blue_,,,,,,,,_brownDark_r,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_r,_blue_
-7680,_pink_,,,,,,,,_brown_r,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_
-7620,_blueDark_r,,,,,,,,_pink_,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_brownDark_r
-7560,_pink_,,,,,,,,_blueDark_r,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_r,_blue_
-7500,_pink_,,,,,,,,_blue_,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blueDark_r
-7440,_blueDark_g,,,,,,,,_blue_,_blueDark_r,,,,,,,,_brownDark_g,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_
-7380,_blue_,,,,,,,,_blue_,_pink_,,,,,,,,_blueDark_g,_brownDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_
-7320,_brownDark_r,,,,,,,,_blueDark_g,_blueDark_r,,,,,,,,_blue_,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_brownDark_r
-7260,_pink_,,,,,,,,_blueDark_r,_pink_,,,,,,,,_blue_,_brownDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_brownDark_r
-7200,_blue_,,,,,,,,_blue_,_blueDark_g,,,,,,,,_blue_,_brownDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_r,_blueDark_g
-7140,_blueDark_r,,,,,,,,,_blue_,,,,,,,,_blue_,_brownDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_brownDark_r
-7080,_blue_,,,,,,,,_pinkDark_,_pink_,,,,,,,,_blueDark_r,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_r,_blueDark_r
-7020,_blue_,,,,,,,,_brownDark_g,_blueDark_g,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blueDark_r
-6960,_blue_,,,,,,,,_blueDark_r,_blue_,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_
-6900,_blue_,,,,,,,,_blueDark_r,_blueDark_r,,,,,,,,_blue_,_brown_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blueDark_r
-6840,_blue_,,,,,,,,_blue_,_blueDark_r,,,,,,,,_blueDark_r,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_
-6780,_blueDark_r,,,,,,,,_blue_,_pink_,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_r,_blue_
-6720,_blueDark_r,,,,,,,,_blueDark_r,_brownDark_r,,,,,,,,_blue_,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_r,_blueDark_r
-6660,_blue_,,,,,,,,_blue_,_brownDark_r,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_g,_blue_
-6600,_brownDark_r,,,,,,,,_blueDark_r,_brownDark_r,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blueDark_r
-6540,_blue_,,,,,,,,_blue_,_pink_,,,,,,,,_blue_,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_brownDark_r
-6480,_blue_,,,,,,,,_blue_,_pink_,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_brownDark_r,_blue_
-6420,_brownDark_r,,,,,,,,_blue_,_brownDark_r,,,,,,,,_brown_r,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_
-6360,_brownDark_r,,,,,,,,_blue_,_blue_,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_
-6300,_brownDark_r,,,,,,,,_blueDark_g,_pink_,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blue_
-6240,_blue_,,,,,,,,_blue_,_pink_,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blue_
-6180,_pink_,,,,,,,,_blueDark_g,_blueDark_r,,,,,,,,_blueDark_r,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_g,_blueDark_r,_blue_
-6120,_blue_,,,,,,,,_blueDark_g,_blue_,,,,,,,,_blue_,_brownDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blue_
-6060,_pink_,,,,,,,,_blue_,_pink_,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blue_
-6000,_blueDark_r,,,,,,,,_blue_,_pink_,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blueDark_r
-5940,_blue_,,,,,,,,,_blue_,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_brownDark_r,_blue_,_blue_
-5880,_blue_,,,,,,,,_blueDark_r,_pink_,,,,,,,,_blue_,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blueDark_r,_blue_
-5820,_blueDark_r,,,,,,,,_blueDark_r,_pink_,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blueDark_r,_blue_
-5760,_blue_,,,,,,,,_pink_,_blueDark_r,,,,,,,,_blue_,_brownDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blueDark_r
-5700,_blue_,,,,,,,,_pink_,_blueDark_r,,,,,,,,_blueDark_r,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_r,_blue_,_blue_
-5640,_blue_,,,,,,,,_pink_,_brownDark_r,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blue_
-5580,_blue_,,,,,,,,_pink_,_blue_,,,,,,,,_brownDark_r,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_pink_,_blue_,_blue_
-5520,_blue_,,,,,,,,_blueDark_r,_blue_,,,,,,,,_blueDark_r,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_r,_blue_,_blue_
-5460,_blue_,,,,,,,,,_pink_,,,,,,,,_blueDark_r,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blue_
-5400,_blue_,,,,,,,,_pink_,_blueDark_r,,,,,,,,_brown_r,_brownDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blueDark_r
-5340,_blueDark_r,,,,,,,,_blue_,_pink_,,,,,,,,_brownDark_r,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blueDark_r,_blueDark_r
-5280,_blueDark_g,,,,,,,,_pinkDark_,_pink_,,,,,,,,_blueDark_r,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blue_,_blueDark_r,_blue_
-5220,_blue_,,,,,,,,_brownDark_r,_blueDark_r,,,,,,,,_blue_,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_g,_blueDark_r,_blue_
-5160,_blue_,,,,,,,,_pinkDark_,_blueDark_g,,,,,,,,_brownDark_r,_blue_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_r,_blue_,_blue_
-5100,_blue_,,,,,,,,_blueDark_g,_blueDark_r,,,,,,,,_pink_,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_r,_blueDark_r,_blue_
-5040,_blue_,,,,,,,,_blueDark_r,_blue_,,,,,,,,_pink_,_brownDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_blueDark_r,_blue_,_blue_
-4980,_pink_,,,,,,,,_blue_,_blue_,,,,,,,,_pink_,_blue_,,,,,,,,_blue_,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blue_
-4920,_pink_,,,,,,,,_blue_,_blueDark_g,,,,,,,,_brownDark_r,_blueDark_r,,,,,,,,_blueDark_r,_blueDark_g,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blue_
-4860,_pink_,,,,,,,,_blueDark_g,_blueDark_g,,,,,,,,_blueDark_r,_blueDark_r,,,,,,,,_blue_,_blueDark_g,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blue_
-4800,_pink_,,,,,,,,_blue_,_blueDark_r,,,,,,,,_blueDark_r,_blue_,,,,,,,,_blueDark_r,_pink_,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blue_
-4740,_brownDark_r,,,,,,,,_brownDark_r,_blueDark_r,,,,,,,,_blue_,_blueDark_r,,,,,,,,_blueDark_r,_blue_,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blueDark_r
-4680,_blueDark_g,,,,,,,,,_blueDark_r,,,,,,,,_blueDark_r,_blueDark_r,,,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,,,,,,,,_blue_,_blue_,_blue_
-4620,_blue_,,,,,,,,_blue_,_blueDark_r,,,,,,,,_blue_,_pink_,,,,,,,,_pink_,_blueDark_g,,,,,,,,,,,,,,,,,,,,,,_blue_,_blueDark_r,_blue_
-4560,_blue_,,,,,,,,_blue_,_blue_,,,,,,,,_blueDark_r,_pink_,,,,,,,,_blueDark_g,_pink_,,,,,,_blueDark_r,_blueDark_r,,,,,,,,,,,,,,,_blueDark_r,_blue_,_blue_
-4500,_blue_,,,,,,,,_blueDark_g,_blueDark_r,,,,,,,,_blue_,_blue_,,,,,,,,_blue_,_pink_,,,,,,_brownDark_r,_blueDark_r,,,,,,,,,,,,,,,_blue_,_blue_,_blueDark_r
-4440,_blueDark_r,,,,,,,,_blueDark_g,_blueDark_g,,,,,,,,_blue_,_blueDark_r,,,,,,,,_blue_,_blueDark_r,,,,,,_blue_,_brownDark_r,,,,,,,,,,,,,,,_blueDark_r,_blue_,_brown_r
-4380,_blue_,,,,,,,,_blueDark_r,_blue_,,,,,,,,_blue_,_blue_,,,,,,,,_blueDark_r,_blueDark_r,,,,,,_brownDark_r,_brownDark_r,,,,,,,,,,,,,,,_blue_,_blueDark_r,_blue_
-4320,_blue_,,,,,,,,_pink_,_brownDark_r,,,,,,,,_blue_,_blue_,,,,,,,,_blueDark_r,_blueDark_r,,,,,,_brownDark_r,_blueDark_r,,,,,,,,,,,,,,,_blueDark_g,_blue_,_blue_
-4260,_pink_,,,,,,,,_pink_,_blue_,,,,,,,,_blueDark_r,_blue_,,,,,,,,_blueDark_r,_brownDark_r,,,,,,_blueDark_g,_blue_,,,,,,,,,,,,,,,_blue_,_blue_,_blue_
-4200,_brownDark_r,,,,,,,,_blue_,_blue_,,,,,,,,_pink_,_blue_,,,,,,,,_blue_,_brownDark_r,,,,,,_blueDark_r,_brownDark_r,,,,,,,,,,,,,,,_blue_,_blue_,_blue_
-4140,_blueDark_r,,,,,,,,_blueDark_r,_pink_,,,,,,,,_blueDark_r,_blue_,,,,,,_blue_,_blue_,_blue_,_brownDark_r,,,,,,_blueDark_r,_pink_,,,,,,,,,,,,,,,_blue_,_blue_,_blueDark_r
-4080,_blue_,,,,,,,,_blue_,_pink_,,,,,,,,_blueDark_r,_blue_,,,,,,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,,,,,,_blue_,_blueDark_r,,,,,,,,,,,,,,,_blueDark_r,_blue_,_brownDark_r
-4020,_blue_,,,,,,,,_blue_,_pink_,,,,,,,,_blueDark_r,_blue_,,,,,,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,,,,,,_blue_,_blue_,,,,,,,,,,,,,,,_blueDark_g,_blue_,_blueDark_r
-3960,_blue_,,,,,,,,_blue_,_blue_,,,,,,,,_blue_,_blueDark_r,,,_brownDark_r,_blueDark_r,,_blue_,_blue_,_blueDark_r,_blueDark_r,,,,,,_blue_,_blueDark_g,,,,,,,,,,,,,,,_blueDark_g,_blue_,_blueDark_g
-3900,_blueDark_r,,,,,,,,_pinkDark_,_blue_,,,,,,,,_blue_,_blueDark_r,,,_blueDark_r,_brownDark_r,,_blue_,_blue_,_blueDark_r,_blueDark_r,,,,,,_blueDark_g,_blue_,,,,,,_blue_,_pink_,,,,,,,,_blueDark_r,_blue_,_brownDark_r
-3840,_blueDark_r,,,,,,,,_blueDark_r,_blue_,,,,,,,,_blue_,_blue_,,,_blueDark_r,_blueDark_r,,_blue_,_blue_,_blueDark_r,_blue_,,,,,,_blueDark_r,_blueDark_r,,,,,,_blue_,_pink_,,,,,,,,_blue_,_blue_,_brownDark_r
-3780,_blueDark_r,,,,,,,,_pink_,_blueDark_r,,,,,,,,_blue_,_pink_,,,_blueDark_r,_blueDark_r,,_blue_,_blue_,_blue_,_blue_,,,,,,_blueDark_r,_blueDark_r,,,,,,_blueDark_g,_pink_,,,,,,,,_blue_,_blue_,_blue_
-3720,_blue_,,,,,,,,_pink_,_pink_,,,,,,_blueDark_g,_blue_,_blue_,_blueDark_r,,,_blueDark_r,_blueDark_r,,_blue_,_blue_,_blueDark_r,_brownDark_r,,,,,,_blue_,_brownDark_r,,,,,,_blue_,_blueDark_r,,,,,,,,_blue_,_blue_,_blueDark_r
-3660,_blue_,,,,,,,,_pink_,_brownDark_r,,,,,,_blueDark_g,_blue_,_blueDark_r,_blue_,,,_blueDark_r,_blueDark_r,,_blue_,_blue_,_pink_,_blueDark_r,,,,,,_blue_,_brownDark_r,,,,,,_blue_,_pink_,,,,,,,,_blue_,_blueDark_r,_brownDark_r
-3600,_blue_,,,,,,,,,,,,,,,_blue_,_blue_,_blueDark_r,_blueDark_r,,,_blue_,_blue_,,_blue_,_blue_,_blue_,_brownDark_r,,,,,,_blueDark_r,_brownDark_r,,,,,,_blue_,_blueDark_r,,,,,_blueDark_r,_blueDark_r,,_blue_,_blue_,_blue_
-3540,_blue_,,,,,,,,,_brownDark_r,,,,,,_pink_,_blue_,_blueDark_r,_blue_,,,_blue_,_blue_,,_brown_r,_blueDark_g,_pinkDark_,_brownDark_r,,,,,,_blueDark_g,_brownDark_r,,,,,,_blueDark_g,_blueDark_r,,,,,_brownDark_r,_blue_,,_blueDark_r,_blue_,_blue_
-3480,_blue_,,,,,,,,_blue_,_brownDark_r,,,,,,_blue_,_blueDark_g,_blue_,_blue_,,,_blue_,_blue_,,_blueDark_r,_blue_,,_brownDark_r,,,,,,_blueDark_r,_brown_r,,,_brown_r,_blue_,,_blue_,_blueDark_r,,,,,_brownDark_r,_blue_,,_blue_,_blue_,_blueDark_r
-3420,_blue_,,,,,,,,_blue_,_blue_,,,,,,_blueDark_r,_blueDark_g,_blue_,_blueDark_r,,,_pink_,_blueDark_r,,_blueDark_r,_blue_,_blue_,_brownDark_r,,,,,,_blue_,_blue_,,,_brown_r,_blue_,,_blue_,_brownDark_r,,,,,_pinkDark_,_blue_,,_blue_,_blue_,_blueDark_r
-3360,_blue_,,,,,,,,_blue_,_blueDark_r,,,,,,_brownDark_r,_blue_,_blue_,_blueDark_r,,,_blueDark_r,_blueDark_r,,_blueDark_r,_blue_,,_brownDark_r,,,,,,_blue_,_blue_,,,_brownDark_g,_blueDark_r,,_blue_,_blueDark_r,,,,,_brown_r,_brownDark_r,,_blue_,_blue_,_blue_
-3300,_blue_,,,,,,,,_blueDark_g,_pink_,,,,,,_blue_,_blueDark_g,_blue_,_blue_,,,_blueDark_g,_blueDark_r,,_brownDark_r,_blueDark_r,,_brownDark_r,,,,,,_blue_,_blueDark_r,,,_pink_,_blueDark_r,,_blueDark_r,_brownDark_r,,,,,_pink_,_brownDark_r,,_blue_,_blue_,_blue_
-3240,_blue_,,,,,,,,_blue_,_brownDark_r,,,,,,_blue_,_blueDark_g,_blue_,_blueDark_r,,,_blueDark_g,_blue_,,_brownDark_r,_blueDark_r,,_brownDark_r,_blue_,,,,,_blue_,_brownDark_r,,,_brownDark_g,_blue_,,_blueDark_r,_brown_r,,,,,_pink_,_brownDark_r,,_blue_,_blue_,_blue_
-3180,_blue_,,,,,,,_blue_,_blueDark_r,_pink_,_blue_,,,,,_blue_,_brownDark_g,_blue_,_blueDark_r,,,_blueDark_g,_blue_,,_blue_,_blue_,_pink_,_blueDark_r,_blue_,,,,,_blue_,_brown_r,,,_blueDark_g,_blue_,,_brownDark_r,_blueDark_g,,,,,_brownDark_r,_blueDark_r,,_blue_,_blue_,_blue_
-3120,_blueDark_r,,,,,,,_blue_,_brownDark_g,_pink_,_blue_,,,,,_blue_,_blueDark_g,_pink_,_blue_,,,_blue_,_brownDark_r,,_blue_,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,,,,,_blue_,_blue_,,,_brownDark_r,_blue_,,_brownDark_r,_brownDark_r,,,_blueDark_r,_blue_,_brownDark_r,_pink_,,_blue_,_blue_,_blueDark_r
-3060,_blue_,,,,,,,_blue_,_blue_,_blueDark_r,_blue_,,,,,_blue_,_blueDark_r,_blue_,_blue_,,,_brownDark_r,_blue_,,_brownDark_r,_blue_,_blueDark_r,_brownDark_r,_brown_r,,,,,_blue_,_blueDark_r,,,_pink_,_blue_,,_brownDark_r,_brownDark_r,,,_blueDark_r,_blueDark_r,_brownDark_r,_brownDark_r,,_blue_,_blue_,_blue_
-3000,_blue_,,,,,_blueDark_r,_blue_,_blue_,_blueDark_g,_blueDark_r,_blue_,,,,,_blue_,_blue_,_blue_,_blue_,,,_blue_,_brownDark_r,,_blue_,_blue_,_brown_r,_brownDark_r,_brownDark_r,,,,,_blue_,_blue_,,,_blueDark_g,_blueDark_r,,_blueDark_r,_brownDark_r,,,_blueDark_r,_blueDark_r,_blueDark_r,_pink_,,_blue_,_blue_,_blue_
-2940,_blue_,,,,,_blueDark_r,_blue_,_blueDark_r,_brownDark_g,_brownDark_r,_blue_,,,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,,_brownDark_g,_blue_,_brown_r,_blueDark_r,_brown_r,,,,,_blueDark_r,_blue_,,,_pinkDark_,_pink_,,_pink_,_brown_r,,,_pink_,_blueDark_r,_brownDark_r,_blueDark_r,,_blue_,_blue_,_blueDark_r
-2880,_blueDark_r,,,,,_blue_,_blue_,_blueDark_r,_pink_,_brownDark_r,_blue_,,,,,_brown_r,_blue_,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,,_blue_,_blue_,_brown_r,_brownDark_r,_brownDark_r,,,,,_blue_,_blue_,,,_pink_,_pink_,,_blue_,_blueDark_r,,,_brownDark_r,_blue_,_pink_,_brownDark_r,,_blue_,_blue_,_blue_
-2820,_blueDark_r,,,,,_blueDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,,,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_pink_,,_pink_,_blue_,_brownDark_r,_brownDark_r,_brownDark_r,,,,,_blue_,_blueDark_r,,,_pink_,_blue_,,_blue_,_blue_,,,_blue_,_blueDark_r,_brownDark_r,_pink_,,_blue_,_blue_,_blue_
-2760,_blue_,,,,,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_blue_,,,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_pink_,_blue_,_blue_,_blueDark_r,_blueDark_r,,_pink_,_blueDark_r,_brownDark_r,_brownDark_r,_blueDark_r,,,,,_blue_,_blue_,,,_pinkDark_,_blue_,,_blueDark_g,_blue_,,,_blueDark_r,_brown_r,_brownDark_r,_brownDark_r,,_blue_,_blue_,_blue_
-2700,_blue_,,,,,_blue_,_brown_r,_blue_,_pinkDark_,_blue_,_blue_,,,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_pink_,_blueDark_r,_blue_,_blueDark_r,_blue_,,_blue_,_blue_,_pink_,_blue_,_brown_r,,,,,_blue_,_brownDark_r,,,_blueDark_g,_blue_,,_blue_,_blue_,,,_blue_,_blueDark_r,_blueDark_g,_pink_,,_blue_,_blue_,_blue_
-2640,_brownDark_r,,,,,_blue_,_blueDark_r,_blueDark_r,_blueDark_g,_pinkDark_,_blueDark_g,,,_blueDark_r,_blue_,_blue_,_blue_,_blue_,_pinkDark_,_blue_,_blue_,_blue_,_blue_,,_pink_,_blueDark_r,_pink_,_blue_,_blue_,_pink_,_blueDark_r,,,_blue_,_blueDark_r,,,_blueDark_r,_blue_,,_blue_,_blue_,,,_blueDark_r,_blueDark_r,_blue_,_pink_,,_blueDark_r,_blueDark_g,_blue_
-2580,_blue_,,,,,_blue_,_blueDark_r,_blue_,_blue_,_pink_,_blue_,,,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_pink_,_blueDark_r,_blue_,_brownDark_r,_brownDark_r,,_pink_,_blue_,_pink_,_blue_,_blue_,_blueDark_g,_blueDark_r,,,_blue_,_blue_,,,_blueDark_r,_blue_,,_blueDark_g,_brownDark_r,,,_brownDark_r,_blueDark_r,_blueDark_g,_blue_,,_brownDark_r,_blue_,_blueDark_r
-2520,_blue_,,,,,_blue_,_blue_,_brownDark_r,_blue_,,_blue_,,,_blue_,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r,,_pink_,_blue_,_brownDark_r,_blueDark_r,_blueDark_r,_pinkDark_,_blue_,,,_blue_,_blue_,,,_blueDark_g,_pink_,,_blue_,_pink_,,,_brownDark_r,_brown_r,_blue_,_blue_,,_blueDark_r,_blue_,_blue_
-2460,_blueDark_r,,,,,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_g,_blue_,,,_blue_,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_blue_,,_blueDark_r,_blue_,_brownDark_r,_blue_,_pink_,_pink_,_blue_,,,_blue_,_blue_,,,_pinkDark_,_blue_,,_pink_,_pinkDark_,,,_brownDark_r,_brownDark_r,_blueDark_r,_blue_,,_brownDark_r,_blueDark_g,_blue_
-2400,_blue_,,,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blue_,,,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,,_blueDark_r,_blue_,_pink_,_blueDark_r,_brown_r,_brownDark_r,_brownDark_r,,,_brownDark_r,_blue_,,,_brownDark_g,_blueDark_r,,_pink_,_pink_,,,_blueDark_r,_blue_,_blueDark_g,_blue_,,_brownDark_r,_blue_,_blue_
-2340,_blue_,,,,,_blue_,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,,,_brown_r,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_,_pink_,_brownDark_r,,,_brownDark_r,_blueDark_r,,,_pink_,_blueDark_r,,_pink_,_pink_,_blueDark_r,_brownDark_g,_blueDark_r,_blueDark_r,_pink_,_pink_,,_brownDark_r,_blue_,_blue_
